Provider,ClaimNum,DupClaimNum,DupClaimRatio,DupClaim
PRV55514,7,1.0,0.14285714285714285,yes
PRV55516,22,1.0,0.045454545454545456,yes
PRV55518,11,1.0,0.09090909090909091,yes
PRV55519,7,0.0,0.0,no
PRV55531,108,5.0,0.046296296296296294,yes
PRV55536,11,1.0,0.09090909090909091,yes
PRV55540,23,0.0,0.0,no
PRV55543,4,0.0,0.0,no
PRV55547,9,0.0,0.0,no
PRV55550,37,2.0,0.05405405405405406,yes
PRV55552,4,0.0,0.0,no
PRV55555,7,3.0,0.42857142857142855,yes
PRV55557,4,0.0,0.0,no
PRV55567,21,1.0,0.047619047619047616,yes
PRV55573,4,0.0,0.0,no
PRV55576,3,0.0,0.0,no
PRV55583,3,0.0,0.0,no
PRV55586,2,0.0,0.0,no
PRV55600,4,0.0,0.0,no
PRV55603,2,0.0,0.0,no
PRV55604,17,0.0,0.0,no
PRV55606,4,0.0,0.0,no
PRV55658,15,0.0,0.0,no
PRV55659,20,1.0,0.05,yes
PRV55660,4,0.0,0.0,no
PRV55661,14,1.0,0.07142857142857142,yes
PRV55662,28,2.0,0.07142857142857142,yes
PRV55663,7,1.0,0.14285714285714285,yes
PRV55664,20,0.0,0.0,no
PRV55665,1,0.0,0.0,no
PRV55666,19,2.0,0.10526315789473684,yes
PRV55667,38,0.0,0.0,no
PRV55668,4,0.0,0.0,no
PRV55670,9,0.0,0.0,no
PRV55671,2,0.0,0.0,no
PRV55673,9,1.0,0.1111111111111111,yes
PRV55675,2,0.0,0.0,no
PRV55676,115,4.0,0.034782608695652174,yes
PRV55678,9,0.0,0.0,no
PRV55679,9,0.0,0.0,no
PRV55680,5,0.0,0.0,no
PRV55682,6,0.0,0.0,no
PRV55687,5,1.0,0.2,yes
PRV55688,1,0.0,0.0,no
PRV55689,104,5.0,0.04807692307692308,yes
PRV55690,15,1.0,0.06666666666666667,yes
PRV55691,3,1.0,0.3333333333333333,yes
PRV55692,3,0.0,0.0,no
PRV55699,1,0.0,0.0,no
PRV55700,3,0.0,0.0,no
PRV55703,3,0.0,0.0,no
PRV55704,4,0.0,0.0,no
PRV55706,1,0.0,0.0,no
PRV55707,7,0.0,0.0,no
PRV55709,16,0.0,0.0,no
PRV55710,6,0.0,0.0,no
PRV55714,3,0.0,0.0,no
PRV55715,57,1.0,0.017543859649122806,yes
PRV55720,4,0.0,0.0,no
PRV55732,12,0.0,0.0,no
PRV55736,4,0.0,0.0,no
PRV55737,19,1.0,0.05263157894736842,yes
PRV55739,19,0.0,0.0,no
PRV55742,6,0.0,0.0,no
PRV55743,5,0.0,0.0,no
PRV55753,8,0.0,0.0,no
PRV55755,11,1.0,0.09090909090909091,yes
PRV55764,1,0.0,0.0,no
PRV55765,2,0.0,0.0,no
PRV55769,2,0.0,0.0,no
PRV55774,4,0.0,0.0,no
PRV55775,1,0.0,0.0,no
PRV55780,6,0.0,0.0,no
PRV55783,4,0.0,0.0,no
PRV55790,5,0.0,0.0,no
PRV55791,10,0.0,0.0,no
PRV55792,1,0.0,0.0,no
PRV55793,6,0.0,0.0,no
PRV55809,10,0.0,0.0,no
PRV55810,1,0.0,0.0,no
PRV55811,2,1.0,0.5,yes
PRV55812,17,0.0,0.0,no
PRV55813,7,0.0,0.0,no
PRV55815,4,0.0,0.0,no
PRV55816,1,0.0,0.0,no
PRV55817,25,1.0,0.04,yes
PRV55818,2,0.0,0.0,no
PRV55821,13,1.0,0.07692307692307693,yes
PRV55826,4,0.0,0.0,no
PRV55828,7,0.0,0.0,no
PRV55830,8,0.0,0.0,no
PRV55832,45,1.0,0.022222222222222223,yes
PRV55833,4,1.0,0.25,yes
PRV55834,9,1.0,0.1111111111111111,yes
PRV55835,7,1.0,0.14285714285714285,yes
PRV55836,15,2.0,0.13333333333333333,yes
PRV55837,8,0.0,0.0,no
PRV55839,3,0.0,0.0,no
PRV55846,46,0.0,0.0,no
PRV55848,3,0.0,0.0,no
PRV55849,128,3.0,0.0234375,yes
PRV55850,18,1.0,0.05555555555555555,yes
PRV55851,6,1.0,0.16666666666666666,yes
PRV55852,3,0.0,0.0,no
PRV55864,4,1.0,0.25,yes
PRV55869,8,1.0,0.125,yes
PRV55873,6,0.0,0.0,no
PRV55887,6,0.0,0.0,no
PRV55891,26,3.0,0.11538461538461539,yes
PRV55893,26,1.0,0.038461538461538464,yes
PRV55896,21,1.0,0.047619047619047616,yes
PRV55897,9,2.0,0.2222222222222222,yes
PRV55900,8,0.0,0.0,no
PRV55903,23,1.0,0.043478260869565216,yes
PRV55905,82,3.0,0.036585365853658534,yes
PRV55907,60,2.0,0.03333333333333333,yes
PRV55908,22,0.0,0.0,no
PRV55911,46,2.0,0.043478260869565216,yes
PRV55912,60,1.0,0.016666666666666666,yes
PRV55914,21,3.0,0.14285714285714285,yes
PRV55916,115,2.0,0.017391304347826087,yes
PRV55918,2,0.0,0.0,no
PRV55925,4,0.0,0.0,no
PRV55930,7,1.0,0.14285714285714285,yes
PRV55933,45,3.0,0.06666666666666667,yes
PRV55934,6,0.0,0.0,no
PRV55937,7,0.0,0.0,no
PRV55939,28,2.0,0.07142857142857142,yes
PRV55942,2,1.0,0.5,yes
PRV55943,34,2.0,0.058823529411764705,yes
PRV55944,11,1.0,0.09090909090909091,yes
PRV55948,4,0.0,0.0,no
PRV55951,38,0.0,0.0,no
PRV55956,8,1.0,0.125,yes
PRV55957,22,0.0,0.0,no
PRV55970,16,2.0,0.125,yes
PRV55971,101,3.0,0.0297029702970297,yes
PRV55972,19,0.0,0.0,no
PRV55978,92,8.0,0.08695652173913043,yes
PRV55981,15,1.0,0.06666666666666667,yes
PRV55983,8,0.0,0.0,no
PRV55990,22,1.0,0.045454545454545456,yes
PRV55996,29,2.0,0.06896551724137931,yes
PRV56001,57,3.0,0.05263157894736842,yes
PRV56002,11,1.0,0.09090909090909091,yes
PRV56003,8,1.0,0.125,yes
PRV56005,2,0.0,0.0,no
PRV56007,69,3.0,0.043478260869565216,yes
PRV56012,29,1.0,0.034482758620689655,yes
PRV56014,19,2.0,0.10526315789473684,yes
PRV56015,6,0.0,0.0,no
PRV56017,11,0.0,0.0,no
PRV56018,25,2.0,0.08,yes
PRV56020,15,0.0,0.0,no
PRV56023,7,0.0,0.0,no
PRV56028,4,0.0,0.0,no
PRV56031,9,0.0,0.0,no
PRV56033,4,0.0,0.0,no
PRV56038,1,0.0,0.0,no
PRV56044,16,0.0,0.0,no
PRV56046,14,0.0,0.0,no
PRV56057,9,0.0,0.0,no
PRV56058,11,0.0,0.0,no
PRV56102,8,0.0,0.0,no
PRV56103,68,3.0,0.04411764705882353,yes
PRV56105,29,4.0,0.13793103448275862,yes
PRV56106,2,0.0,0.0,no
PRV56118,14,0.0,0.0,no
PRV56119,11,0.0,0.0,no
PRV56120,4,0.0,0.0,no
PRV56121,16,0.0,0.0,no
PRV56122,3,0.0,0.0,no
PRV56123,40,2.0,0.05,yes
PRV56124,6,0.0,0.0,no
PRV56125,7,0.0,0.0,no
PRV56126,6,0.0,0.0,no
PRV56129,23,1.0,0.043478260869565216,yes
PRV56130,17,1.0,0.058823529411764705,yes
PRV56131,15,1.0,0.06666666666666667,yes
PRV56133,15,0.0,0.0,no
PRV56134,62,5.0,0.08064516129032258,yes
PRV56135,3,0.0,0.0,no
PRV56136,1,0.0,0.0,no
PRV56139,3,0.0,0.0,no
PRV56140,16,0.0,0.0,no
PRV56142,5,0.0,0.0,no
PRV56147,2,0.0,0.0,no
PRV56156,5,1.0,0.2,yes
PRV56161,13,0.0,0.0,no
PRV56166,2,0.0,0.0,no
PRV56170,8,0.0,0.0,no
PRV56172,3,0.0,0.0,no
PRV56173,6,0.0,0.0,no
PRV56174,1,0.0,0.0,no
PRV56179,1,0.0,0.0,no
PRV56202,1,0.0,0.0,no
PRV56207,3,1.0,0.3333333333333333,yes
PRV56210,31,0.0,0.0,no
PRV56218,6,0.0,0.0,no
PRV56219,4,0.0,0.0,no
PRV56220,3,1.0,0.3333333333333333,yes
PRV56221,18,0.0,0.0,no
PRV56224,4,0.0,0.0,no
PRV56225,50,1.0,0.02,yes
PRV56227,1,0.0,0.0,no
PRV56231,32,0.0,0.0,no
PRV56235,14,0.0,0.0,no
PRV56236,7,0.0,0.0,no
PRV56238,4,0.0,0.0,no
PRV56242,1,0.0,0.0,no
PRV56243,78,3.0,0.038461538461538464,yes
PRV56247,2,0.0,0.0,no
PRV56249,56,1.0,0.017857142857142856,yes
PRV56253,63,1.0,0.015873015873015872,yes
PRV56256,11,1.0,0.09090909090909091,yes
PRV56257,17,0.0,0.0,no
PRV56259,16,2.0,0.125,yes
PRV56260,55,3.0,0.05454545454545454,yes
PRV56263,2,0.0,0.0,no
PRV56264,19,1.0,0.05263157894736842,yes
PRV56265,20,1.0,0.05,yes
PRV56268,61,3.0,0.04918032786885246,yes
PRV56269,8,0.0,0.0,no
PRV56271,1,0.0,0.0,no
PRV56274,4,1.0,0.25,yes
PRV56276,1,0.0,0.0,no
PRV56285,13,1.0,0.07692307692307693,yes
PRV56286,1,0.0,0.0,no
PRV56288,2,0.0,0.0,no
PRV56289,5,0.0,0.0,no
PRV56329,14,0.0,0.0,no
PRV56335,18,1.0,0.05555555555555555,yes
PRV56336,21,0.0,0.0,no
PRV56338,10,0.0,0.0,no
PRV56339,1,1.0,1.0,yes
PRV56340,3,0.0,0.0,no
PRV56341,1,0.0,0.0,no
PRV56342,5,0.0,0.0,no
PRV56347,9,2.0,0.2222222222222222,yes
PRV56349,31,0.0,0.0,no
PRV56350,66,4.0,0.06060606060606061,yes
PRV56352,4,0.0,0.0,no
PRV56354,3,1.0,0.3333333333333333,yes
PRV56355,4,0.0,0.0,no
PRV56361,7,0.0,0.0,no
PRV56368,1,0.0,0.0,no
PRV56384,2,0.0,0.0,no
PRV56390,2,0.0,0.0,no
PRV56392,6,0.0,0.0,no
PRV56395,7,0.0,0.0,no
PRV56396,32,0.0,0.0,no
PRV56398,1,0.0,0.0,no
PRV56400,3,0.0,0.0,no
PRV56403,10,0.0,0.0,no
PRV56407,5,0.0,0.0,no
PRV56408,3,0.0,0.0,no
PRV56411,4,0.0,0.0,no
PRV56412,9,0.0,0.0,no
PRV56416,214,8.0,0.037383177570093455,yes
PRV56421,46,2.0,0.043478260869565216,yes
PRV56423,2,0.0,0.0,no
PRV56425,8,0.0,0.0,no
PRV56428,8,1.0,0.125,yes
PRV56432,6,1.0,0.16666666666666666,yes
PRV56435,4,0.0,0.0,no
PRV56437,39,3.0,0.07692307692307693,yes
PRV56438,64,3.0,0.046875,yes
PRV56442,81,2.0,0.024691358024691357,yes
PRV56445,32,2.0,0.0625,yes
PRV56449,13,0.0,0.0,no
PRV56452,4,0.0,0.0,no
PRV56456,14,0.0,0.0,no
PRV56458,7,0.0,0.0,no
PRV56461,10,1.0,0.1,yes
PRV56468,5,0.0,0.0,no
PRV56469,36,1.0,0.027777777777777776,yes
PRV56470,5,0.0,0.0,no
PRV56473,7,0.0,0.0,no
PRV56474,1,0.0,0.0,no
PRV56476,1,0.0,0.0,no
PRV56478,67,5.0,0.07462686567164178,yes
PRV56481,78,4.0,0.05128205128205128,yes
PRV56483,2,0.0,0.0,no
PRV56485,1,0.0,0.0,no
PRV56487,1,0.0,0.0,no
PRV56490,11,0.0,0.0,no
PRV56500,3,0.0,0.0,no
PRV56501,6,0.0,0.0,no
PRV56507,7,0.0,0.0,no
PRV56519,7,0.0,0.0,no
PRV56533,15,1.0,0.06666666666666667,yes
PRV56540,1,0.0,0.0,no
PRV56541,54,0.0,0.0,no
PRV56543,4,0.0,0.0,no
PRV56544,18,0.0,0.0,no
PRV56545,1,0.0,0.0,no
PRV56546,9,0.0,0.0,no
PRV56547,7,0.0,0.0,no
PRV56548,8,2.0,0.25,yes
PRV56549,2,0.0,0.0,no
PRV56550,55,1.0,0.01818181818181818,yes
PRV56555,59,2.0,0.03389830508474576,yes
PRV56556,74,3.0,0.04054054054054054,yes
PRV56560,248,11.0,0.04435483870967742,yes
PRV56562,2,0.0,0.0,no
PRV56563,8,1.0,0.125,yes
PRV56566,1,0.0,0.0,no
PRV56570,13,1.0,0.07692307692307693,yes
PRV56571,3,0.0,0.0,no
PRV56574,12,0.0,0.0,no
PRV56575,113,6.0,0.05309734513274336,yes
PRV56576,1,0.0,0.0,no
PRV56577,8,2.0,0.25,yes
PRV56578,7,0.0,0.0,no
PRV56583,13,1.0,0.07692307692307693,yes
PRV56584,4,1.0,0.25,yes
PRV56585,4,0.0,0.0,no
PRV56587,18,0.0,0.0,no
PRV56588,100,3.0,0.03,yes
PRV56589,4,0.0,0.0,no
PRV56591,16,1.0,0.0625,yes
PRV56592,63,2.0,0.031746031746031744,yes
PRV56601,1,0.0,0.0,no
PRV56603,1,0.0,0.0,no
PRV56605,4,1.0,0.25,yes
PRV56606,9,1.0,0.1111111111111111,yes
PRV56607,4,0.0,0.0,no
PRV56610,12,0.0,0.0,no
PRV56614,15,0.0,0.0,no
PRV56615,3,0.0,0.0,no
PRV56624,7,0.0,0.0,no
PRV56626,4,0.0,0.0,no
PRV56628,9,1.0,0.1111111111111111,yes
PRV56630,63,1.0,0.015873015873015872,yes
PRV56632,7,1.0,0.14285714285714285,yes
PRV56643,8,2.0,0.25,yes
PRV56647,121,4.0,0.03305785123966942,yes
PRV56649,7,0.0,0.0,no
PRV56658,1,0.0,0.0,no
PRV56659,2,0.0,0.0,no
PRV56662,3,0.0,0.0,no
PRV56663,13,0.0,0.0,no
PRV56664,1,0.0,0.0,no
PRV56668,52,1.0,0.019230769230769232,yes
PRV56669,29,1.0,0.034482758620689655,yes
PRV56671,3,0.0,0.0,no
PRV56673,2,0.0,0.0,no
PRV56680,8,0.0,0.0,no
PRV56682,3,0.0,0.0,no
PRV56684,16,1.0,0.0625,yes
PRV56685,35,2.0,0.05714285714285714,yes
PRV56686,15,0.0,0.0,no
PRV56696,7,0.0,0.0,no
PRV56701,4,0.0,0.0,no
PRV56703,21,1.0,0.047619047619047616,yes
PRV56705,4,0.0,0.0,no
PRV56706,31,1.0,0.03225806451612903,yes
PRV56710,10,1.0,0.1,yes
PRV56711,8,0.0,0.0,no
PRV56712,2,0.0,0.0,no
PRV56713,55,0.0,0.0,no
PRV56715,3,0.0,0.0,no
PRV56717,1,0.0,0.0,no
PRV56719,10,0.0,0.0,no
PRV56720,2,0.0,0.0,no
PRV56722,2,0.0,0.0,no
PRV56724,6,0.0,0.0,no
PRV56726,3,0.0,0.0,no
PRV56730,23,2.0,0.08695652173913043,yes
PRV56731,4,0.0,0.0,no
PRV56732,13,1.0,0.07692307692307693,yes
PRV56733,12,1.0,0.08333333333333333,yes
PRV56734,10,0.0,0.0,no
PRV56738,19,1.0,0.05263157894736842,yes
PRV56739,1,0.0,0.0,no
PRV56742,9,0.0,0.0,no
PRV56746,15,0.0,0.0,no
PRV56747,1,0.0,0.0,no
PRV56748,117,3.0,0.02564102564102564,yes
PRV56749,11,0.0,0.0,no
PRV56750,1,0.0,0.0,no
PRV56751,5,0.0,0.0,no
PRV56752,1,0.0,0.0,no
PRV56753,9,0.0,0.0,no
PRV56754,9,0.0,0.0,no
PRV56755,3,0.0,0.0,no
PRV56759,2,0.0,0.0,no
PRV56761,92,0.0,0.0,no
PRV56762,1,1.0,1.0,yes
PRV56763,13,2.0,0.15384615384615385,yes
PRV56764,5,0.0,0.0,no
PRV56766,2,0.0,0.0,no
PRV56767,6,0.0,0.0,no
PRV56768,4,1.0,0.25,yes
PRV56769,4,0.0,0.0,no
PRV56772,5,1.0,0.2,yes
PRV56773,7,0.0,0.0,no
PRV56774,1,0.0,0.0,no
PRV56775,3,0.0,0.0,no
PRV56777,13,1.0,0.07692307692307693,yes
PRV56778,15,0.0,0.0,no
PRV56789,7,1.0,0.14285714285714285,yes
PRV56793,3,1.0,0.3333333333333333,yes
PRV56796,3,0.0,0.0,no
PRV56800,7,0.0,0.0,no
PRV56802,13,0.0,0.0,no
PRV56803,8,1.0,0.125,yes
PRV56808,47,0.0,0.0,no
PRV56809,4,1.0,0.25,yes
PRV56811,8,1.0,0.125,yes
PRV56818,4,1.0,0.25,yes
PRV56819,24,1.0,0.041666666666666664,yes
PRV56826,4,1.0,0.25,yes
PRV56834,1,0.0,0.0,no
PRV56839,2,0.0,0.0,no
PRV56870,13,0.0,0.0,no
PRV56873,1,0.0,0.0,no
PRV56877,15,3.0,0.2,yes
PRV56885,9,0.0,0.0,no
PRV56889,5,0.0,0.0,no
PRV56895,13,4.0,0.3076923076923077,yes
PRV56896,3,0.0,0.0,no
PRV56897,8,0.0,0.0,no
PRV56900,2,0.0,0.0,no
PRV56902,1,0.0,0.0,no
PRV56903,2,0.0,0.0,no
PRV56904,4,0.0,0.0,no
PRV56906,6,0.0,0.0,no
PRV56908,1,0.0,0.0,no
PRV56909,3,1.0,0.3333333333333333,yes
PRV56910,4,1.0,0.25,yes
PRV56912,7,0.0,0.0,no
PRV56914,6,0.0,0.0,no
PRV56915,4,0.0,0.0,no
PRV56916,11,0.0,0.0,no
PRV56917,2,0.0,0.0,no
PRV56918,7,1.0,0.14285714285714285,yes
PRV57016,16,1.0,0.0625,yes
PRV57017,23,0.0,0.0,no
PRV57018,24,1.0,0.041666666666666664,yes
PRV57020,6,0.0,0.0,no
PRV57021,14,0.0,0.0,no
PRV57023,15,2.0,0.13333333333333333,yes
PRV57024,9,1.0,0.1111111111111111,yes
PRV57025,17,1.0,0.058823529411764705,yes
PRV57030,16,4.0,0.25,yes
PRV57031,15,1.0,0.06666666666666667,yes
PRV57033,17,0.0,0.0,no
PRV57034,21,1.0,0.047619047619047616,yes
PRV57049,18,2.0,0.1111111111111111,yes
PRV57069,2,0.0,0.0,no
PRV57072,4,0.0,0.0,no
PRV57073,10,0.0,0.0,no
PRV57074,7,0.0,0.0,no
PRV57075,2,0.0,0.0,no
PRV57076,2,0.0,0.0,no
PRV57077,3,0.0,0.0,no
PRV57078,10,0.0,0.0,no
PRV57080,1,0.0,0.0,no
PRV57081,37,1.0,0.02702702702702703,yes
PRV57082,5,0.0,0.0,no
PRV57084,7,0.0,0.0,no
PRV57085,5,0.0,0.0,no
PRV57086,6,0.0,0.0,no
PRV57087,4,0.0,0.0,no
PRV57088,6,0.0,0.0,no
PRV57089,3,0.0,0.0,no
PRV57091,4,0.0,0.0,no
PRV57092,2,0.0,0.0,no
PRV57093,1,0.0,0.0,no
PRV57094,3,0.0,0.0,no
PRV57096,11,0.0,0.0,no
PRV57097,3,0.0,0.0,no
PRV57098,49,1.0,0.02040816326530612,yes
PRV57101,30,2.0,0.06666666666666667,yes
PRV57102,4,1.0,0.25,yes
PRV57103,29,0.0,0.0,no
PRV57104,10,1.0,0.1,yes
PRV57108,5,0.0,0.0,no
PRV57109,6,0.0,0.0,no
PRV57110,1,0.0,0.0,no
PRV57112,30,2.0,0.06666666666666667,yes
PRV57113,2,0.0,0.0,no
PRV57115,1,0.0,0.0,no
PRV57117,67,0.0,0.0,no
PRV57120,13,1.0,0.07692307692307693,yes
PRV57121,3,0.0,0.0,no
PRV57122,1,0.0,0.0,no
PRV57124,9,0.0,0.0,no
PRV57126,10,1.0,0.1,yes
PRV57127,8,0.0,0.0,no
PRV57129,32,1.0,0.03125,yes
PRV57141,15,0.0,0.0,no
PRV57144,8,0.0,0.0,no
PRV57145,4,0.0,0.0,no
PRV57146,9,0.0,0.0,no
PRV57148,15,0.0,0.0,no
PRV57157,16,2.0,0.125,yes
PRV57158,30,1.0,0.03333333333333333,yes
PRV57162,7,0.0,0.0,no
PRV57165,3,0.0,0.0,no
PRV57166,29,2.0,0.06896551724137931,yes
PRV57169,17,0.0,0.0,no
PRV57171,3,0.0,0.0,no
PRV57172,88,1.0,0.011363636363636364,yes
PRV57173,96,4.0,0.041666666666666664,yes
PRV57174,12,1.0,0.08333333333333333,yes
PRV57176,4,0.0,0.0,no
PRV57177,73,2.0,0.0273972602739726,yes
PRV57179,26,0.0,0.0,no
PRV57182,5,0.0,0.0,no
PRV57184,2,0.0,0.0,no
PRV57185,7,0.0,0.0,no
PRV57188,5,1.0,0.2,yes
PRV57189,4,0.0,0.0,no
PRV57191,185,4.0,0.021621621621621623,yes
PRV57194,2,0.0,0.0,no
PRV57196,10,1.0,0.1,yes
PRV57197,8,0.0,0.0,no
PRV57198,3,0.0,0.0,no
PRV57203,2,0.0,0.0,no
PRV57204,21,2.0,0.09523809523809523,yes
PRV57205,12,1.0,0.08333333333333333,yes
PRV57206,7,0.0,0.0,no
PRV57208,10,0.0,0.0,no
PRV57209,15,0.0,0.0,no
PRV57210,10,0.0,0.0,no
PRV57211,8,0.0,0.0,no
PRV57215,8,0.0,0.0,no
PRV57216,10,0.0,0.0,no
PRV57217,9,0.0,0.0,no
PRV57223,34,2.0,0.058823529411764705,yes
PRV57224,2,0.0,0.0,no
PRV57225,47,2.0,0.0425531914893617,yes
PRV57227,21,0.0,0.0,no
PRV57228,34,0.0,0.0,no
PRV57230,27,1.0,0.037037037037037035,yes
PRV57231,18,1.0,0.05555555555555555,yes
PRV57234,9,0.0,0.0,no
PRV57235,3,0.0,0.0,no
PRV57238,1,0.0,0.0,no
PRV57251,15,1.0,0.06666666666666667,yes
PRV57252,3,0.0,0.0,no
PRV57284,19,1.0,0.05263157894736842,yes
PRV57285,8,0.0,0.0,no
PRV57290,2,0.0,0.0,no
PRV57293,12,1.0,0.08333333333333333,yes
PRV57294,2,0.0,0.0,no
PRV57295,14,1.0,0.07142857142857142,yes
PRV57297,8,0.0,0.0,no
PRV57298,3,0.0,0.0,no
PRV57299,6,0.0,0.0,no
PRV57301,4,0.0,0.0,no
PRV57302,2,0.0,0.0,no
PRV57303,11,1.0,0.09090909090909091,yes
PRV57304,3,0.0,0.0,no
PRV57307,12,1.0,0.08333333333333333,yes
PRV57309,12,0.0,0.0,no
PRV57310,65,6.0,0.09230769230769231,yes
PRV57316,39,1.0,0.02564102564102564,yes
PRV57317,84,1.0,0.011904761904761904,yes
PRV57319,16,0.0,0.0,no
PRV57320,10,0.0,0.0,no
PRV57321,15,0.0,0.0,no
PRV57322,7,1.0,0.14285714285714285,yes
PRV57324,22,0.0,0.0,no
PRV57326,5,0.0,0.0,no
PRV57330,12,0.0,0.0,no
PRV57331,16,0.0,0.0,no
PRV57334,39,2.0,0.05128205128205128,yes
PRV57335,3,0.0,0.0,no
PRV57340,17,0.0,0.0,no
PRV57341,77,3.0,0.03896103896103896,yes
PRV57344,25,1.0,0.04,yes
PRV57345,43,2.0,0.046511627906976744,yes
PRV57347,17,0.0,0.0,no
PRV57350,9,0.0,0.0,no
PRV57352,3,0.0,0.0,no
PRV57357,15,0.0,0.0,no
PRV57364,3,0.0,0.0,no
PRV57369,11,0.0,0.0,no
PRV57372,15,0.0,0.0,no
PRV57375,6,0.0,0.0,no
PRV57379,3,0.0,0.0,no
PRV57382,5,0.0,0.0,no
PRV57397,7,1.0,0.14285714285714285,yes
PRV57398,3,2.0,0.6666666666666666,yes
PRV57399,1,0.0,0.0,no
PRV57400,8,0.0,0.0,no
PRV57401,8,0.0,0.0,no
PRV57403,15,0.0,0.0,no
PRV57404,9,0.0,0.0,no
PRV57406,46,1.0,0.021739130434782608,yes
PRV57409,24,3.0,0.125,yes
PRV57412,9,0.0,0.0,no
PRV57414,18,0.0,0.0,no
PRV57425,32,1.0,0.03125,yes
PRV57427,14,0.0,0.0,no
PRV57433,16,1.0,0.0625,yes
PRV57437,6,1.0,0.16666666666666666,yes
PRV57438,4,0.0,0.0,no
PRV57445,2,0.0,0.0,no
PRV57481,62,4.0,0.06451612903225806,yes
PRV57487,15,2.0,0.13333333333333333,yes
PRV57489,17,1.0,0.058823529411764705,yes
PRV57490,21,0.0,0.0,no
PRV57492,36,3.0,0.08333333333333333,yes
PRV57495,37,1.0,0.02702702702702703,yes
PRV57502,114,3.0,0.02631578947368421,yes
PRV57510,43,0.0,0.0,no
PRV57515,19,0.0,0.0,no
PRV57518,2,0.0,0.0,no
PRV57519,12,0.0,0.0,no
PRV57521,12,1.0,0.08333333333333333,yes
PRV57523,15,0.0,0.0,no
PRV57525,21,1.0,0.047619047619047616,yes
PRV57526,2,0.0,0.0,no
PRV57527,51,3.0,0.058823529411764705,yes
PRV57528,13,0.0,0.0,no
PRV57530,52,3.0,0.057692307692307696,yes
PRV57533,22,0.0,0.0,no
PRV57543,46,3.0,0.06521739130434782,yes
PRV57545,1,0.0,0.0,no
PRV57547,18,2.0,0.1111111111111111,yes
PRV57548,107,4.0,0.037383177570093455,yes
PRV57555,27,1.0,0.037037037037037035,yes
PRV57558,8,0.0,0.0,no
PRV57560,1,0.0,0.0,no
PRV57561,1,0.0,0.0,no
PRV57567,7,0.0,0.0,no
PRV57568,18,0.0,0.0,no
PRV57569,5,1.0,0.2,yes
PRV57584,3,0.0,0.0,no
PRV57590,3,0.0,0.0,no
PRV57593,6,1.0,0.16666666666666666,yes
PRV57594,1,0.0,0.0,no
PRV57600,9,0.0,0.0,no
PRV57612,3,0.0,0.0,no
PRV57629,10,0.0,0.0,no
PRV57630,8,0.0,0.0,no
PRV57631,18,1.0,0.05555555555555555,yes
PRV57632,1,0.0,0.0,no
PRV57633,4,0.0,0.0,no
PRV57634,8,0.0,0.0,no
PRV57635,18,0.0,0.0,no
PRV57636,5,1.0,0.2,yes
PRV57638,9,1.0,0.1111111111111111,yes
PRV57640,5,0.0,0.0,no
PRV57641,3,0.0,0.0,no
PRV57642,23,0.0,0.0,no
PRV57643,7,0.0,0.0,no
PRV57650,1,0.0,0.0,no
PRV57667,3,0.0,0.0,no
PRV57697,48,0.0,0.0,no
PRV57699,3,0.0,0.0,no
PRV57702,7,0.0,0.0,no
PRV57704,3,0.0,0.0,no
PRV57709,30,2.0,0.06666666666666667,yes
PRV57711,19,2.0,0.10526315789473684,yes
PRV57712,2,0.0,0.0,no
PRV57715,42,2.0,0.047619047619047616,yes
PRV57717,15,0.0,0.0,no
PRV57719,4,0.0,0.0,no
PRV57728,1,0.0,0.0,no
PRV57729,11,0.0,0.0,no
PRV57732,11,0.0,0.0,no
PRV57757,11,0.0,0.0,no
