,Provider,ClaimNum,DupClaimNum,DupClaimRatio,DupClaim,group_x,DupClaimStates,DupClaimStatesNum,DupClaimMultiState,group_y,DupClaimProvider_x,DupClaimProviderNum_x,DupClaimMultiProvider_x,group,DupClaimProvider_y,DupClaimProviderNum_y,DupClaimMultiProvider_y
1073,PRV54379,28,1.0,0.03571428571428571,yes,[582],"[26, 11]",2.0,yes,[582],"['PRV54379', 'PRV52362']",2.0,yes,[582],"['PRV54379', 'PRV52362']",2.0,yes
1074,PRV54380,2,0.0,0.0,no,,,,,,,,,,,,
1075,PRV54381,13,2.0,0.15384615384615385,yes,[132 283],"[26, 37, 14, 39]",4.0,yes,[132 283],"['PRV54381', 'PRV55933', 'PRV55673']",3.0,yes,[132 283],"['PRV54381', 'PRV55933', 'PRV55673']",3.0,yes
1076,PRV54382,66,1.0,0.015151515151515152,yes,[116],"[33, 26]",2.0,yes,[116],"['PRV54382', 'PRV52044']",2.0,yes,[116],"['PRV54382', 'PRV52044']",2.0,yes
1077,PRV54384,2,0.0,0.0,no,,,,,,,,,,,,
1078,PRV54388,6,0.0,0.0,no,,,,,,,,,,,,
1079,PRV54390,38,1.0,0.02631578947368421,yes,[603],"[44, 37]",2.0,yes,[603],"['PRV54390', 'PRV56442']",2.0,yes,[603],"['PRV54390', 'PRV56442']",2.0,yes
1080,PRV54391,21,2.0,0.09523809523809523,yes,[ 26 194],"[26, 45, 31]",3.0,yes,[ 26 194],"['PRV54986', 'PRV56588', 'PRV54391']",3.0,yes,[ 26 194],"['PRV54986', 'PRV56588', 'PRV54391']",3.0,yes
1081,PRV54393,5,0.0,0.0,no,,,,,,,,,,,,
1082,PRV54396,1,0.0,0.0,no,,,,,,,,,,,,
1083,PRV54399,13,1.0,0.07692307692307693,yes,[179],"[17, 26]",2.0,yes,[179],"['PRV53121', 'PRV54399']",2.0,yes,[179],"['PRV53121', 'PRV54399']",2.0,yes
1084,PRV54402,6,1.0,0.16666666666666666,yes,[600],"[26, 39]",2.0,yes,[600],"['PRV54402', 'PRV55933']",2.0,yes,[600],"['PRV54402', 'PRV55933']",2.0,yes
1085,PRV54404,2,0.0,0.0,no,,,,,,,,,,,,
1086,PRV54408,2,0.0,0.0,no,,,,,,,,,,,,
1087,PRV54409,5,1.0,0.2,yes,[549],"[26, 5]",2.0,yes,[549],"['PRV54409', 'PRV51501']",2.0,yes,[549],"['PRV54409', 'PRV51501']",2.0,yes
1088,PRV54411,1,0.0,0.0,no,,,,,,,,,,,,
1089,PRV54414,1,0.0,0.0,no,,,,,,,,,,,,
1090,PRV54425,4,0.0,0.0,no,,,,,,,,,,,,
1091,PRV54426,9,0.0,0.0,no,,,,,,,,,,,,
1092,PRV54429,3,0.0,0.0,no,,,,,,,,,,,,
1093,PRV54434,2,0.0,0.0,no,,,,,,,,,,,,
1094,PRV54460,5,0.0,0.0,no,,,,,,,,,,,,
1095,PRV54461,12,0.0,0.0,no,,,,,,,,,,,,
1096,PRV54480,6,0.0,0.0,no,,,,,,,,,,,,
1097,PRV54497,5,0.0,0.0,no,,,,,,,,,,,,
1098,PRV54498,1,0.0,0.0,no,,,,,,,,,,,,
1099,PRV54499,1,0.0,0.0,no,,,,,,,,,,,,
1100,PRV54500,2,0.0,0.0,no,,,,,,,,,,,,
1101,PRV54501,3,0.0,0.0,no,,,,,,,,,,,,
1102,PRV54502,3,0.0,0.0,no,,,,,,,,,,,,
1103,PRV54503,1,0.0,0.0,no,,,,,,,,,,,,
1104,PRV54504,44,1.0,0.022727272727272728,yes,[80],"[26, 27]",2.0,yes,[80],"['PRV54361', 'PRV54504']",2.0,yes,[80],"['PRV54361', 'PRV54504']",2.0,yes
1105,PRV54505,5,0.0,0.0,no,,,,,,,,,,,,
1106,PRV54506,3,1.0,0.3333333333333333,yes,[654],"[27, 5]",2.0,yes,[654],"['PRV51357', 'PRV54506']",2.0,yes,[654],"['PRV51357', 'PRV54506']",2.0,yes
1107,PRV54507,39,2.0,0.05128205128205128,yes,[324 617],"[34, 27, 22]",3.0,yes,[324 617],"['PRV54507', 'PRV55209', 'PRV53762']",3.0,yes,[324 617],"['PRV54507', 'PRV55209', 'PRV53762']",3.0,yes
1108,PRV54514,48,3.0,0.0625,yes,[239 531 660],"[5, 10, 53, 21, 27]",5.0,yes,[239 531 660],"['PRV54514', 'PRV53675', 'PRV52285', 'PRV51501']",4.0,yes,[239 531 660],"['PRV54514', 'PRV53675', 'PRV52285', 'PRV51501']",4.0,yes
1109,PRV54531,1,1.0,1.0,yes,[501],"[27, 23]",2.0,yes,[501],"['PRV54531', 'PRV54059']",2.0,yes,[501],"['PRV54531', 'PRV54059']",2.0,yes
1110,PRV54541,2,0.0,0.0,no,,,,,,,,,,,,
1111,PRV54542,5,0.0,0.0,no,,,,,,,,,,,,
1112,PRV54543,3,0.0,0.0,no,,,,,,,,,,,,
1113,PRV54555,6,0.0,0.0,no,,,,,,,,,,,,
1114,PRV54558,15,0.0,0.0,no,,,,,,,,,,,,
1115,PRV54559,24,1.0,0.041666666666666664,yes,[120],"[25, 28]",2.0,yes,[120],"['PRV54559', 'PRV54213']",2.0,yes,[120],"['PRV54559', 'PRV54213']",2.0,yes
1116,PRV54560,40,1.0,0.025,yes,[134],"[11, 28]",2.0,yes,[134],"['PRV54560', 'PRV52641']",2.0,yes,[134],"['PRV54560', 'PRV52641']",2.0,yes
1117,PRV54561,25,0.0,0.0,no,,,,,,,,,,,,
1118,PRV54565,39,2.0,0.05128205128205128,yes,[ 46 611],"[33, 50, 52, 28]",4.0,yes,[ 46 611],"['PRV54894', 'PRV54565', 'PRV57341', 'PRV57530']",4.0,yes,[ 46 611],"['PRV54894', 'PRV54565', 'PRV57341', 'PRV57530']",4.0,yes
1119,PRV54566,40,1.0,0.025,yes,[265],"[28, 45]",2.0,yes,[265],"['PRV56647', 'PRV54566']",2.0,yes,[265],"['PRV56647', 'PRV54566']",2.0,yes
1120,PRV54567,6,1.0,0.16666666666666666,yes,[180],"[24, 17]",2.0,yes,[180],"['PRV54089', 'PRV54567']",2.0,yes,[180],"['PRV54089', 'PRV54567']",2.0,yes
1121,PRV54568,5,0.0,0.0,no,,,,,,,,,,,,
1122,PRV54569,12,0.0,0.0,no,,,,,,,,,,,,
1123,PRV54571,4,0.0,0.0,no,,,,,,,,,,,,
1124,PRV54575,33,2.0,0.06060606060606061,yes,[460 685],"[10, 28, 36]",3.0,yes,[460 685],"['PRV55472', 'PRV54575', 'PRV52019']",3.0,yes,[460 685],"['PRV55472', 'PRV54575', 'PRV52019']",3.0,yes
1125,PRV54576,14,0.0,0.0,no,,,,,,,,,,,,
1126,PRV54577,45,2.0,0.044444444444444446,yes,[363 525],"[33, 34, 51, 28]",4.0,yes,[363 525],"['PRV54577', 'PRV55051', 'PRV55230', 'PRV57481']",4.0,yes,[363 525],"['PRV54577', 'PRV55051', 'PRV55230', 'PRV57481']",4.0,yes
1127,PRV54590,1,0.0,0.0,no,,,,,,,,,,,,
1128,PRV54611,1,0.0,0.0,no,,,,,,,,,,,,
1129,PRV54616,2,0.0,0.0,no,,,,,,,,,,,,
1130,PRV54620,7,0.0,0.0,no,,,,,,,,,,,,
1131,PRV54637,13,0.0,0.0,no,,,,,,,,,,,,
1132,PRV54638,6,0.0,0.0,no,,,,,,,,,,,,
1133,PRV54639,13,0.0,0.0,no,,,,,,,,,,,,
1134,PRV54640,7,1.0,0.14285714285714285,yes,[534],"[38, 6]",2.0,yes,[534],"['PRV54640', 'PRV51868']",2.0,yes,[534],"['PRV54640', 'PRV51868']",2.0,yes
1135,PRV54644,22,0.0,0.0,no,,,,,,,,,,,,
1136,PRV54649,22,2.0,0.09090909090909091,yes,[586 690],"[26, 29, 5, 39]",4.0,yes,[586 690],"['PRV56007', 'PRV54339', 'PRV54649']",3.0,yes,[586 690],"['PRV56007', 'PRV54339', 'PRV54649']",3.0,yes
1137,PRV54651,21,0.0,0.0,no,,,,,,,,,,,,
1138,PRV54653,40,0.0,0.0,no,,,,,,,,,,,,
1139,PRV54657,17,0.0,0.0,no,,,,,,,,,,,,
1140,PRV54658,27,2.0,0.07407407407407407,yes,[292 529],"[42, 5, 23]",3.0,yes,[292 529],"['PRV56259', 'PRV54658', 'PRV53911']",3.0,yes,[292 529],"['PRV56259', 'PRV54658', 'PRV53911']",3.0,yes
1141,PRV54661,3,1.0,0.3333333333333333,yes,[403],"[50, 29]",2.0,yes,[403],"['PRV54661', 'PRV57322']",2.0,yes,[403],"['PRV54661', 'PRV57322']",2.0,yes
1142,PRV54662,3,0.0,0.0,no,,,,,,,,,,,,
1143,PRV54666,1,0.0,0.0,no,,,,,,,,,,,,
1144,PRV54667,9,0.0,0.0,no,,,,,,,,,,,,
1145,PRV54668,1,0.0,0.0,no,,,,,,,,,,,,
1146,PRV54673,1,0.0,0.0,no,,,,,,,,,,,,
1147,PRV54674,3,0.0,0.0,no,,,,,,,,,,,,
1148,PRV54675,37,0.0,0.0,no,,,,,,,,,,,,
1149,PRV54676,40,1.0,0.025,yes,[521],"[52, 29]",2.0,yes,[521],"['PRV54676', 'PRV57530']",2.0,yes,[521],"['PRV54676', 'PRV57530']",2.0,yes
1150,PRV54679,1,0.0,0.0,no,,,,,,,,,,,,
1151,PRV54680,18,0.0,0.0,no,,,,,,,,,,,,
1152,PRV54682,6,0.0,0.0,no,,,,,,,,,,,,
1153,PRV54686,14,1.0,0.07142857142857142,yes,[224],"[21, 47]",2.0,yes,[224],"['PRV53712', 'PRV54686']",2.0,yes,[224],"['PRV53712', 'PRV54686']",2.0,yes
1154,PRV54688,11,1.0,0.09090909090909091,yes,[218],"[50, 30]",2.0,yes,[218],"['PRV54688', 'PRV57316']",2.0,yes,[218],"['PRV54688', 'PRV57316']",2.0,yes
1155,PRV54691,7,0.0,0.0,no,,,,,,,,,,,,
1156,PRV54692,48,1.0,0.020833333333333332,yes,[204],"[14, 30]",2.0,yes,[204],"['PRV52590', 'PRV54692']",2.0,yes,[204],"['PRV52590', 'PRV54692']",2.0,yes
1157,PRV54693,2,0.0,0.0,no,,,,,,,,,,,,
1158,PRV54696,6,0.0,0.0,no,,,,,,,,,,,,
1159,PRV54697,1,0.0,0.0,no,,,,,,,,,,,,
1160,PRV54705,20,1.0,0.05,yes,[24],"[33, 47]",2.0,yes,[24],"['PRV54894', 'PRV54705']",2.0,yes,[24],"['PRV54894', 'PRV54705']",2.0,yes
1161,PRV54718,29,1.0,0.034482758620689655,yes,[64],"[42, 30]",2.0,yes,[64],"['PRV54718', 'PRV56220']",2.0,yes,[64],"['PRV54718', 'PRV56220']",2.0,yes
1162,PRV54720,9,0.0,0.0,no,,,,,,,,,,,,
1163,PRV54724,48,1.0,0.020833333333333332,yes,[628],"[10, 31]",2.0,yes,[628],"['PRV52292', 'PRV54724']",2.0,yes,[628],"['PRV52292', 'PRV54724']",2.0,yes
1164,PRV54726,2,0.0,0.0,no,,,,,,,,,,,,
1165,PRV54728,2,0.0,0.0,no,,,,,,,,,,,,
1166,PRV54735,5,0.0,0.0,no,,,,,,,,,,,,
1167,PRV54737,13,0.0,0.0,no,,,,,,,,,,,,
1168,PRV54739,45,0.0,0.0,no,,,,,,,,,,,,
1169,PRV54742,231,8.0,0.03463203463203463,yes,[ 48  75 145 189 419 504 551 569],"[33, 4, 5, 10, 45, 18, 22, 26, 31]",9.0,yes,[ 48  75 145 189 419 504 551 569],"['PRV53269', 'PRV51393', 'PRV52019', 'PRV51242', 'PRV52195', 'PRV52128', 'PRV54742', 'PRV54333', 'PRV54917', 'PRV53808', 'PRV57711']",11.0,yes,[ 48  75 145 189 419 504 551 569],"['PRV53269', 'PRV51393', 'PRV52019', 'PRV51242', 'PRV52195', 'PRV52128', 'PRV54742', 'PRV54333', 'PRV54917', 'PRV53808', 'PRV57711']",11.0,yes
1170,PRV54743,7,0.0,0.0,no,,,,,,,,,,,,
1171,PRV54745,10,0.0,0.0,no,,,,,,,,,,,,
1172,PRV54756,3,0.0,0.0,no,,,,,,,,,,,,
1173,PRV54757,15,3.0,0.2,yes,[285 593 614],"[1, 4, 5, 31]",4.0,yes,[285 593 614],"['PRV51249', 'PRV51003', 'PRV54757', 'PRV51516']",4.0,yes,[285 593 614],"['PRV51249', 'PRV51003', 'PRV54757', 'PRV51516']",4.0,yes
1174,PRV54759,5,0.0,0.0,no,,,,,,,,,,,,
1175,PRV54760,24,2.0,0.08333333333333333,yes,[320 405],"[1, 14, 31]",3.0,yes,[320 405],"['PRV57492', 'PRV52038', 'PRV54760']",3.0,yes,[320 405],"['PRV57492', 'PRV52038', 'PRV54760']",3.0,yes
1176,PRV54764,13,0.0,0.0,no,,,,,,,,,,,,
1177,PRV54765,196,7.0,0.03571428571428571,yes,[165 166 314 396 450 457 509],"[5, 39, 44, 13, 15, 23, 26, 31]",8.0,yes,[165 166 314 396 450 457 509],"['PRV52509', 'PRV54765', 'PRV51501', 'PRV55518', 'PRV52845', 'PRV53986', 'PRV56438', 'PRV53884', 'PRV55905', 'PRV54348']",10.0,yes,[165 166 314 396 450 457 509],"['PRV52509', 'PRV54765', 'PRV51501', 'PRV55518', 'PRV52845', 'PRV53986', 'PRV56438', 'PRV53884', 'PRV55905', 'PRV54348']",10.0,yes
1178,PRV54767,8,0.0,0.0,no,,,,,,,,,,,,
1179,PRV54768,7,0.0,0.0,no,,,,,,,,,,,,
1180,PRV54771,12,1.0,0.08333333333333333,yes,[409],"[33, 31]",2.0,yes,[409],"['PRV54949', 'PRV54771']",2.0,yes,[409],"['PRV54949', 'PRV54771']",2.0,yes
1181,PRV54772,109,3.0,0.027522935779816515,yes,[ 36 475 649],"[25, 36, 33, 31]",4.0,yes,[ 36 475 649],"['PRV54894', 'PRV55659', 'PRV54772', 'PRV54209']",4.0,yes,[ 36 475 649],"['PRV54894', 'PRV55659', 'PRV54772', 'PRV54209']",4.0,yes
1182,PRV54773,10,0.0,0.0,no,,,,,,,,,,,,
1183,PRV54774,5,1.0,0.2,yes,[566],"[36, 31]",2.0,yes,[566],"['PRV54774', 'PRV57489']",2.0,yes,[566],"['PRV54774', 'PRV57489']",2.0,yes
1184,PRV54776,5,1.0,0.2,yes,[589],"[10, 31]",2.0,yes,[589],"['PRV54776', 'PRV55978']",2.0,yes,[589],"['PRV54776', 'PRV55978']",2.0,yes
1185,PRV54778,64,2.0,0.03125,yes,[370 623],"[49, 15, 31]",3.0,yes,[370 623],"['PRV54778', 'PRV53265', 'PRV52821']",3.0,yes,[370 623],"['PRV54778', 'PRV53265', 'PRV52821']",3.0,yes
1186,PRV54779,9,0.0,0.0,no,,,,,,,,,,,,
1187,PRV54781,71,3.0,0.04225352112676056,yes,[ 47 334 696],"[36, 39, 17, 21, 31]",5.0,yes,[ 47 334 696],"['PRV53712', 'PRV55443', 'PRV54781', 'PRV53208', 'PRV56105']",5.0,yes,[ 47 334 696],"['PRV53712', 'PRV55443', 'PRV54781', 'PRV53208', 'PRV56105']",5.0,yes
1188,PRV54785,2,0.0,0.0,no,,,,,,,,,,,,
1189,PRV54787,24,2.0,0.08333333333333333,yes,[235 359],"[17, 5, 31]",3.0,yes,[235 359],"['PRV53104', 'PRV51614', 'PRV54787']",3.0,yes,[235 359],"['PRV53104', 'PRV51614', 'PRV54787']",3.0,yes
1190,PRV54789,3,0.0,0.0,no,,,,,,,,,,,,
1191,PRV54812,12,1.0,0.08333333333333333,yes,[517],"[45, 31]",2.0,yes,[517],"['PRV56560', 'PRV54812']",2.0,yes,[517],"['PRV56560', 'PRV54812']",2.0,yes
1192,PRV54817,1,0.0,0.0,no,,,,,,,,,,,,
1193,PRV54818,5,0.0,0.0,no,,,,,,,,,,,,
1194,PRV54819,23,0.0,0.0,no,,,,,,,,,,,,
1195,PRV54820,1,0.0,0.0,no,,,,,,,,,,,,
1196,PRV54821,7,0.0,0.0,no,,,,,,,,,,,,
1197,PRV54822,16,2.0,0.125,yes,[ 41 576],"[16, 10, 31]",3.0,yes,[ 41 576],"['PRV52998', 'PRV52178', 'PRV54822']",3.0,yes,[ 41 576],"['PRV52998', 'PRV52178', 'PRV54822']",3.0,yes
1198,PRV54824,10,0.0,0.0,no,,,,,,,,,,,,
1199,PRV54828,3,0.0,0.0,no,,,,,,,,,,,,
1200,PRV54830,1,0.0,0.0,no,,,,,,,,,,,,
1201,PRV54831,4,0.0,0.0,no,,,,,,,,,,,,
1202,PRV54832,5,0.0,0.0,no,,,,,,,,,,,,
1203,PRV54834,6,0.0,0.0,no,,,,,,,,,,,,
1204,PRV54841,3,0.0,0.0,no,,,,,,,,,,,,
1205,PRV54842,3,0.0,0.0,no,,,,,,,,,,,,
1206,PRV54845,8,1.0,0.125,yes,[51],"[32, 4]",2.0,yes,[51],"['PRV54845', 'PRV51244']",2.0,yes,[51],"['PRV54845', 'PRV51244']",2.0,yes
1207,PRV54846,9,0.0,0.0,no,,,,,,,,,,,,
1208,PRV54847,10,2.0,0.2,yes,[476 483],"[32, 5, 14]",3.0,yes,[476 483],"['PRV54378', 'PRV51828', 'PRV54847']",3.0,yes,[476 483],"['PRV54378', 'PRV51828', 'PRV54847']",3.0,yes
1209,PRV54848,24,0.0,0.0,no,,,,,,,,,,,,
1210,PRV54875,20,1.0,0.05,yes,[222],"[32, 34]",2.0,yes,[222],"['PRV54875', 'PRV55230']",2.0,yes,[222],"['PRV54875', 'PRV55230']",2.0,yes
1211,PRV54876,3,0.0,0.0,no,,,,,,,,,,,,
1212,PRV54878,1,0.0,0.0,no,,,,,,,,,,,,
1213,PRV54879,60,3.0,0.05,yes,[118 568 609],"[33, 10, 11, 45]",4.0,yes,[118 568 609],"['PRV52063', 'PRV54879', 'PRV57049', 'PRV52359']",4.0,yes,[118 568 609],"['PRV52063', 'PRV54879', 'PRV57049', 'PRV52359']",4.0,yes
1214,PRV54881,33,0.0,0.0,no,,,,,,,,,,,,
1215,PRV54882,32,1.0,0.03125,yes,[130],"[33, 11]",2.0,yes,[130],"['PRV54882', 'PRV52340']",2.0,yes,[130],"['PRV54882', 'PRV52340']",2.0,yes
1216,PRV54883,1,0.0,0.0,no,,,,,,,,,,,,
1217,PRV54885,36,1.0,0.027777777777777776,yes,[133],"[54, 23]",2.0,yes,[133],"['PRV54885', 'PRV53873']",2.0,yes,[133],"['PRV54885', 'PRV53873']",2.0,yes
1218,PRV54889,7,1.0,0.14285714285714285,yes,[347],"[33, 10]",2.0,yes,[347],"['PRV54889', 'PRV52178']",2.0,yes,[347],"['PRV54889', 'PRV52178']",2.0,yes
1219,PRV54890,4,0.0,0.0,no,,,,,,,,,,,,
1220,PRV54891,6,0.0,0.0,no,,,,,,,,,,,,
1221,PRV54894,138,8.0,0.057971014492753624,yes,[ 24 102 104 181 343 594 611 649],"[33, 34, 36, 7, 13, 47, 15, 28, 31]",9.0,yes,[ 24 102 104 181 343 594 611 649],"['PRV54565', 'PRV52836', 'PRV54894', 'PRV54772', 'PRV55205', 'PRV55000', 'PRV54705', 'PRV52504', 'PRV55462']",9.0,yes,[ 24 102 104 181 343 594 611 649],"['PRV54565', 'PRV52836', 'PRV54894', 'PRV54772', 'PRV55205', 'PRV55000', 'PRV54705', 'PRV52504', 'PRV55462']",9.0,yes
1222,PRV54895,3,0.0,0.0,no,,,,,,,,,,,,
1223,PRV54896,56,2.0,0.03571428571428571,yes,[172 270],"[33, 4, 14]",3.0,yes,[172 270],"['PRV54896', 'PRV51249', 'PRV52849']",3.0,yes,[172 270],"['PRV54896', 'PRV51249', 'PRV52849']",3.0,yes
1224,PRV54898,9,0.0,0.0,no,,,,,,,,,,,,
1225,PRV54901,8,0.0,0.0,no,,,,,,,,,,,,
1226,PRV54902,1,1.0,1.0,yes,[404],"[33, 5]",2.0,yes,[404],"['PRV51399', 'PRV54902']",2.0,yes,[404],"['PRV51399', 'PRV54902']",2.0,yes
1227,PRV54903,7,0.0,0.0,no,,,,,,,,,,,,
1228,PRV54905,4,1.0,0.25,yes,[152],"[33, 14]",2.0,yes,[152],"['PRV52590', 'PRV54905']",2.0,yes,[152],"['PRV52590', 'PRV54905']",2.0,yes
1229,PRV54906,8,0.0,0.0,no,,,,,,,,,,,,
1230,PRV54909,8,1.0,0.125,yes,[340],"[5, 54]",2.0,yes,[340],"['PRV54909', 'PRV51471']",2.0,yes,[340],"['PRV54909', 'PRV51471']",2.0,yes
1231,PRV54910,3,0.0,0.0,no,,,,,,,,,,,,
1232,PRV54914,14,0.0,0.0,no,,,,,,,,,,,,
1233,PRV54916,16,0.0,0.0,no,,,,,,,,,,,,
1234,PRV54917,15,1.0,0.06666666666666667,yes,[145],"[33, 31]",2.0,yes,[145],"['PRV54742', 'PRV54917']",2.0,yes,[145],"['PRV54742', 'PRV54917']",2.0,yes
1235,PRV54918,71,0.0,0.0,no,,,,,,,,,,,,
1236,PRV54919,4,0.0,0.0,no,,,,,,,,,,,,
1237,PRV54924,21,1.0,0.047619047619047616,yes,[471],"[24, 33]",2.0,yes,[471],"['PRV54924', 'PRV56347']",2.0,yes,[471],"['PRV54924', 'PRV56347']",2.0,yes
1238,PRV54925,39,0.0,0.0,no,,,,,,,,,,,,
1239,PRV54926,8,0.0,0.0,no,,,,,,,,,,,,
1240,PRV54929,15,0.0,0.0,no,,,,,,,,,,,,
1241,PRV54930,5,0.0,0.0,no,,,,,,,,,,,,
1242,PRV54931,24,0.0,0.0,no,,,,,,,,,,,,
1243,PRV54932,1,0.0,0.0,no,,,,,,,,,,,,
1244,PRV54933,29,2.0,0.06896551724137931,yes,[524 564],"[33, 14, 23]",3.0,yes,[524 564],"['PRV53951', 'PRV52654', 'PRV54933']",3.0,yes,[524 564],"['PRV53951', 'PRV52654', 'PRV54933']",3.0,yes
1245,PRV54934,18,0.0,0.0,no,,,,,,,,,,,,
1246,PRV54935,3,0.0,0.0,no,,,,,,,,,,,,
1247,PRV54936,131,3.0,0.022900763358778626,yes,[ 43 317 686],"[33, 10, 17, 23]",4.0,yes,[ 43 317 686],"['PRV53225', 'PRV53961', 'PRV52847', 'PRV54936']",4.0,yes,[ 43 317 686],"['PRV53225', 'PRV53961', 'PRV52847', 'PRV54936']",4.0,yes
1248,PRV54937,3,1.0,0.3333333333333333,yes,[613],"[33, 25]",2.0,yes,[613],"['PRV54937', 'PRV54228']",2.0,yes,[613],"['PRV54937', 'PRV54228']",2.0,yes
1249,PRV54942,20,0.0,0.0,no,,,,,,,,,,,,
1250,PRV54943,2,0.0,0.0,no,,,,,,,,,,,,
1251,PRV54949,42,1.0,0.023809523809523808,yes,[409],"[33, 31]",2.0,yes,[409],"['PRV54949', 'PRV54771']",2.0,yes,[409],"['PRV54949', 'PRV54771']",2.0,yes
1252,PRV54950,5,0.0,0.0,no,,,,,,,,,,,,
1253,PRV54952,12,1.0,0.08333333333333333,yes,[584],"[10, 31]",2.0,yes,[584],"['PRV54952', 'PRV53932']",2.0,yes,[584],"['PRV54952', 'PRV53932']",2.0,yes
1254,PRV54955,205,6.0,0.02926829268292683,yes,[185 286 362 539 580],"[33, 34, 3, 7, 45]",5.0,yes,[185 286 362 539 580],"['PRV56606', 'PRV51940', 'PRV52307', 'PRV51145', 'PRV54955', 'PRV55240']",6.0,yes,[185 286 362 539 580],"['PRV56606', 'PRV51940', 'PRV52307', 'PRV51145', 'PRV54955', 'PRV55240']",6.0,yes
1255,PRV54959,7,0.0,0.0,no,,,,,,,,,,,,
1256,PRV54963,1,0.0,0.0,no,,,,,,,,,,,,
1257,PRV54965,9,0.0,0.0,no,,,,,,,,,,,,
1258,PRV54968,10,0.0,0.0,no,,,,,,,,,,,,
1259,PRV54970,6,1.0,0.16666666666666666,yes,[303],"[33, 52]",2.0,yes,[303],"['PRV57548', 'PRV54970']",2.0,yes,[303],"['PRV57548', 'PRV54970']",2.0,yes
1260,PRV54971,52,2.0,0.038461538461538464,yes,[ 50 250],"[33, 10, 36, 38]",4.0,yes,[ 50 250],"['PRV55836', 'PRV54971', 'PRV55435', 'PRV52283']",4.0,yes,[ 50 250],"['PRV55836', 'PRV54971', 'PRV55435', 'PRV52283']",4.0,yes
1261,PRV54973,9,0.0,0.0,no,,,,,,,,,,,,
1262,PRV54977,5,0.0,0.0,no,,,,,,,,,,,,
1263,PRV54981,81,5.0,0.06172839506172839,yes,[327 451 513 587 619],"[33, 5, 42, 45, 30]",5.0,yes,[327 451 513 587 619],"['PRV53781', 'PRV51390', 'PRV54981', 'PRV56643', 'PRV56243', 'PRV55155']",6.0,yes,[327 451 513 587 619],"['PRV53781', 'PRV51390', 'PRV54981', 'PRV56643', 'PRV56243', 'PRV55155']",6.0,yes
1264,PRV54986,153,6.0,0.0392156862745098,yes,[  9  26 178 266 346 652],"[33, 10, 45, 16, 24, 26, 31]",7.0,yes,[  9  26 178 266 346 652],"['PRV54076', 'PRV54350', 'PRV52985', 'PRV57715', 'PRV52114', 'PRV54391', 'PRV54986']",7.0,yes,[  9  26 178 266 346 652],"['PRV54076', 'PRV54350', 'PRV52985', 'PRV57715', 'PRV52114', 'PRV54391', 'PRV54986']",7.0,yes
1265,PRV54990,4,0.0,0.0,no,,,,,,,,,,,,
1266,PRV54993,8,0.0,0.0,no,,,,,,,,,,,,
1267,PRV54997,5,1.0,0.2,yes,[173],"[17, 33]",2.0,yes,[173],"['PRV53141', 'PRV54997']",2.0,yes,[173],"['PRV53141', 'PRV54997']",2.0,yes
1268,PRV54998,59,0.0,0.0,no,,,,,,,,,,,,
1269,PRV54999,3,0.0,0.0,no,,,,,,,,,,,,
1270,PRV55000,86,3.0,0.03488372093023256,yes,[102 248 514],"[33, 10, 5, 7]",4.0,yes,[102 248 514],"['PRV54894', 'PRV51544', 'PRV52178', 'PRV55000']",4.0,yes,[102 248 514],"['PRV54894', 'PRV51544', 'PRV52178', 'PRV55000']",4.0,yes
1271,PRV55003,5,1.0,0.2,yes,[668],"[33, 14]",2.0,yes,[668],"['PRV55003', 'PRV52722']",2.0,yes,[668],"['PRV55003', 'PRV52722']",2.0,yes
1272,PRV55004,3,1.0,0.3333333333333333,yes,[87],"[33, 18]",2.0,yes,[87],"['PRV55004', 'PRV53295']",2.0,yes,[87],"['PRV55004', 'PRV53295']",2.0,yes
1273,PRV55005,56,2.0,0.03571428571428571,yes,[ 25 421],"[33, 36, 15]",3.0,yes,[ 25 421],"['PRV55005', 'PRV52862', 'PRV55462']",3.0,yes,[ 25 421],"['PRV55005', 'PRV52862', 'PRV55462']",3.0,yes
1274,PRV55006,3,0.0,0.0,no,,,,,,,,,,,,
1275,PRV55018,63,2.0,0.031746031746031744,yes,[445],[33],1.0,no,[445],['PRV55018'],1.0,no,[445],['PRV55018'],1.0,no
1276,PRV55019,158,7.0,0.04430379746835443,yes,[ 52 267 300 321 390 511 629],"[33, 3, 36, 10, 11, 45, 14]",7.0,yes,[ 52 267 300 321 390 511 629],"['PRV52634', 'PRV52366', 'PRV55019', 'PRV56895', 'PRV52461', 'PRV52065', 'PRV51146', 'PRV55462']",8.0,yes,[ 52 267 300 321 390 511 629],"['PRV52634', 'PRV52366', 'PRV55019', 'PRV56895', 'PRV52461', 'PRV52065', 'PRV51146', 'PRV55462']",8.0,yes
1277,PRV55022,76,0.0,0.0,no,,,,,,,,,,,,
1278,PRV55023,34,0.0,0.0,no,,,,,,,,,,,,
1279,PRV55024,3,0.0,0.0,no,,,,,,,,,,,,
1280,PRV55027,13,0.0,0.0,no,,,,,,,,,,,,
1281,PRV55028,20,1.0,0.05,yes,[262],"[33, 46]",2.0,yes,[262],"['PRV55028', 'PRV57126']",2.0,yes,[262],"['PRV55028', 'PRV57126']",2.0,yes
1282,PRV55029,14,0.0,0.0,no,,,,,,,,,,,,
