,Provider,PotentialFraud,DurationMedianIP,DurationMeanIP,DurationMedianOP,DurationMeanOP,Serves,ChronCondsMedian,ChronCondsMean,ChronConsMode,PtAgeMedian,PtAgeMean,NumPtsIP,NumPtsOP,NumStatesIP,NumStatesOP,SharePhysician,MergeTotalClaim,MergeTotalPatient,MergeAvgClaimReimbursed,NumTopCodeClaim,DupClaimNum_IP,DupClaimRatio_IP,DupClaim_IP,DupClaimStatesNum_IP,DupClaimMultiState_IP,DupClaimProviderNum_IP,DupClaimMultiProvider_IP,DupClaimStartDtNum_IP,DupClaimMultiStartDt_IP,DupClaimNum_OP,DupClaimRatio_OP,DupClaim_OP,DupClaimStatesNum_OP,DupClaimMultiState_OP,DupClaimProviderNum_OP,DupClaimMultiProvider_OP,DupClaimStartDtNum_OP,DupClaimMultiStartDt_OP,AvgDuration,NumOfPt,NumOfClm,ClmPerPt,TotalRev,RevPerPt,ClmNoPhy,ClmAllPhy,ClmNoProc,ClmPerDay
2323,PRV53905,No,0.0,0.0,0.0,1.4415584415584415,OP,7.0,6.935064935064935,7.0,75.0,74.84415584415585,0.0,72.0,0.0,2.0,1.0,77,72,282.2077922077922,2.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4675324675324675,yes,52.0,yes,2851.0,yes,373.0,yes,1.44,72,77,1.07,21950,304.86,0,6,77,72
2324,PRV53906,No,0.0,0.0,0.0,0.75,OP,8.5,7.75,7.75,70.0,72.0,0.0,4.0,0.0,3.0,1.0,4,4,120.0,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,no,0.0,no,0.0,none,0.0,none,0.0,none,0.75,4,4,1.0,480,120.0,0,1,4,4
2325,PRV53907,No,0.0,0.0,0.0,0.8888888888888888,OP,7.0,6.7063492063492065,6.0,72.5,70.61111111111111,0.0,120.0,0.0,8.0,1.0,126,120,364.7619047619048,3.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4126984126984127,yes,52.0,yes,2957.0,yes,374.0,yes,0.89,120,126,1.05,46160,384.67,0,18,126,104
2326,PRV53908,No,0.0,0.0,0.0,4.2,OP,7.0,6.933333333333334,7.0,66.0,63.4,0.0,15.0,0.0,3.0,1.0,15,15,567.3333333333334,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4666666666666667,yes,48.0,yes,306.0,yes,242.0,yes,4.2,15,15,1.0,8570,571.33,0,2,14,15
2327,PRV53909,No,0.0,0.0,0.0,1.578125,OP,7.0,6.421875,8.0,73.0,73.28515625,0.0,154.0,0.0,2.0,1.0,256,154,312.4609375,5.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4296875,yes,52.0,yes,3285.0,yes,380.0,yes,1.58,154,256,1.66,80190,520.71,1,22,256,190
2328,PRV53910,No,5.0,7.481481481481482,0.0,1.4782608695652173,Both,6.0,6.364583333333333,7.0,75.0,73.95833333333333,27.0,64.0,2.0,4.0,1.0,96,91,2869.583333333333,8.0,yes,0.07407407407407407,yes,4.0,yes,3.0,yes,4.0,yes,yes,0.5507246376811594,yes,52.0,yes,2892.0,yes,375.0,yes,3.17,91,96,1.05,288670,3172.2,0,10,80,83
2329,PRV53911,Yes,4.5,9.0,0.0,1.8888888888888888,Both,6.5,6.458955223880597,7.0,74.0,73.62873134328358,14.0,191.0,1.0,2.0,1.0,536,201,698.6567164179105,19.0,yes,0.07142857142857142,yes,2.0,yes,2.0,yes,2.0,yes,yes,0.4540229885057471,yes,52.0,yes,3537.0,yes,382.0,yes,2.07,201,536,2.67,390472,1942.65,1,48,526,281
2330,PRV53912,No,0.0,0.0,0.0,2.0757575757575757,OP,7.0,7.2727272727272725,6.0,76.0,73.33333333333333,0.0,61.0,0.0,6.0,1.0,66,61,254.84848484848484,3.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.5303030303030303,yes,52.0,yes,2676.0,yes,376.0,yes,2.08,61,66,1.08,17030,279.18,0,4,66,62
2331,PRV53913,No,0.0,0.0,0.0,1.549618320610687,OP,6.0,6.427480916030534,6.0,74.0,73.62595419847328,0.0,129.0,0.0,11.0,1.0,131,129,276.1832061068702,4.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.3587786259541985,yes,52.0,yes,2692.0,yes,373.0,yes,1.55,129,131,1.02,36440,282.48,0,17,130,116
2332,PRV53915,No,0.0,0.0,0.0,1.2256880733944955,OP,7.0,6.834862385321101,7.0,75.0,72.57247706422018,0.0,434.0,0.0,4.0,1.0,545,434,280.0,11.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.43302752293577984,yes,52.0,yes,3571.0,yes,380.0,yes,1.23,434,545,1.26,154110,355.09,0,48,545,292
2333,PRV53916,No,0.0,0.0,0.0,0.9375,OP,7.0,6.645833333333333,8.0,75.0,73.25520833333333,0.0,109.0,0.0,1.0,1.0,192,109,224.89583333333331,6.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.40625,yes,52.0,yes,3197.0,yes,377.0,yes,0.94,109,192,1.76,44300,406.42,1,7,192,150
2334,PRV53917,No,6.0,6.142857142857143,0.0,1.6373056994818653,Both,7.0,6.81,7.0,74.0,73.815,6.0,103.0,1.0,2.0,1.0,200,106,611.0,9.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.4404145077720208,yes,52.0,yes,3018.0,yes,376.0,yes,1.8,106,200,1.89,130246,1228.74,1,21,195,155
2335,PRV53918,Yes,0.0,0.0,0.0,1.3255295429208473,OP,7.0,6.807971014492754,7.0,73.5,72.58054626532888,0.0,1709.0,0.0,5.0,1.0,3588,1709,282.7508361204013,86.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4414715719063545,yes,52.0,yes,4298.0,yes,384.0,yes,1.33,1709,3588,2.1,1023610,598.95,6,269,3586,374
2336,PRV53919,Yes,3.5,8.5,0.0,3.6666666666666665,Both,6.0,6.916666666666667,6.0,74.0,71.375,6.0,17.0,1.0,3.0,1.0,24,22,2252.083333333333,2.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.3888888888888889,yes,52.0,yes,603.0,yes,344.0,yes,4.88,22,24,1.09,60648,2756.73,0,1,19,23
2337,PRV53920,No,4.0,5.333333333333333,0.0,1.165137614678899,Both,6.0,6.823529411764706,6.0,75.0,72.61990950226244,3.0,117.0,1.0,2.0,1.0,221,118,432.62443438914033,11.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.44036697247706413,yes,52.0,yes,2994.0,yes,377.0,yes,1.22,118,221,1.87,99614,844.19,0,17,220,166
2338,PRV53921,No,3.0,3.7777777777777777,0.0,1.3754940711462451,Both,7.0,6.873697916666667,6.0,73.0,72.5703125,9.0,492.0,1.0,4.0,1.0,768,498,419.5703125,20.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.4677206851119894,yes,52.0,yes,3825.0,yes,383.0,yes,1.4,498,768,1.54,333382,669.44,4,51,763,322
2339,PRV53922,No,0.0,0.0,0.0,1.7454545454545454,OP,7.0,6.781818181818182,10.0,74.0,73.47272727272727,0.0,51.0,0.0,3.0,1.0,55,51,246.0,1.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4545454545454545,yes,52.0,yes,2635.0,yes,371.0,yes,1.75,51,55,1.08,13730,269.22,0,8,55,54
2340,PRV53923,Yes,2.5,3.7666666666666666,0.0,1.632,Both,7.0,6.806451612903226,7.0,73.0,71.48387096774194,29.0,111.0,3.0,5.0,1.0,155,139,1744.516129032258,19.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.504,yes,52.0,yes,3154.0,yes,373.0,yes,2.05,139,155,1.12,302560,2176.69,0,11,141,130
2341,PRV53924,No,0.0,0.0,2.0,2.0,OP,8.0,8.0,8.0,44.0,44.0,0.0,1.0,0.0,1.0,0.0,1,1,0.0,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,no,0.0,no,0.0,none,0.0,none,0.0,none,2.0,1,1,1.0,0,0.0,0,1,1,1
2342,PRV53925,No,2.0,4.5,0.0,1.5853658536585367,Both,7.0,6.360655737704918,7.0,73.0,72.45901639344262,18.0,40.0,1.0,3.0,1.0,61,58,2626.229508196721,11.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.2926829268292683,yes,52.0,yes,783.0,yes,357.0,yes,2.54,58,61,1.05,181660,3132.07,0,6,50,57
2343,PRV53926,No,0.0,0.0,0.0,0.7407407407407407,OP,7.0,6.851851851851852,6.0,76.0,72.14814814814815,0.0,26.0,0.0,4.0,1.0,27,26,327.4074074074074,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4074074074074074,yes,50.0,yes,611.0,yes,348.0,yes,0.74,26,27,1.04,8960,344.62,0,5,27,27
2344,PRV53927,No,0.0,0.0,0.0,1.9090909090909092,OP,6.0,6.818181818181818,5.5,77.0,75.45454545454545,0.0,11.0,0.0,3.0,1.0,11,11,327.27272727272725,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.5454545454545454,yes,51.0,yes,703.0,yes,345.0,yes,1.91,11,11,1.0,3600,327.27,0,1,11,11
2345,PRV53928,No,3.0,2.6666666666666665,0.0,1.0263157894736843,Both,7.0,7.0,8.0,72.0,70.95121951219512,3.0,38.0,2.0,2.0,1.0,41,41,579.2682926829267,1.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.5263157894736842,yes,52.0,yes,1708.0,yes,366.0,yes,1.15,41,41,1.0,27044,659.61,0,2,41,40
2346,PRV53931,No,2.0,2.6666666666666665,0.0,1.0384615384615385,Both,8.0,7.3090909090909095,8.0,74.0,74.36363636363636,3.0,45.0,1.0,5.0,1.0,55,48,734.7272727272727,1.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.5,yes,52.0,yes,2774.0,yes,374.0,yes,1.13,48,55,1.15,43804,912.58,0,5,53,50
2347,PRV53932,No,4.0,5.353658536585366,0.0,1.2207207207207207,Both,7.0,6.572368421052632,7.0,75.0,72.26973684210526,80.0,206.0,4.0,10.0,1.0,304,283,3026.7763157894733,30.0,yes,0.06097560975609756,yes,5.0,yes,6.0,yes,10.0,yes,yes,0.5,yes,52.0,yes,3288.0,yes,380.0,yes,2.34,283,304,1.07,950220,3357.67,2,23,261,204
2348,PRV53933,No,0.0,0.0,0.0,1.5320754716981133,OP,6.0,6.271698113207547,7.0,75.0,73.72830188679245,0.0,136.0,0.0,6.0,1.0,265,136,309.39622641509436,4.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4113207547169812,yes,52.0,yes,3275.0,yes,376.0,yes,1.53,136,265,1.95,82490,606.54,1,26,265,193
2349,PRV53934,No,0.0,0.0,0.0,1.6721311475409837,OP,7.0,6.745901639344262,7.0,76.0,74.68852459016394,0.0,97.0,0.0,4.0,1.0,122,97,274.59016393442624,6.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.3934426229508197,yes,52.0,yes,1920.0,yes,369.0,yes,1.67,97,122,1.26,34030,350.82,0,6,122,107
2350,PRV53935,No,0.0,0.0,0.0,0.08333333333333333,OP,6.0,6.5,6.0,75.0,72.25,0.0,12.0,0.0,3.0,1.0,12,12,450.83333333333326,1.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.16666666666666666,yes,51.0,yes,532.0,yes,312.0,yes,0.08,12,12,1.0,5410,450.83,0,2,12,12
2351,PRV53937,Yes,5.0,6.882352941176471,0.0,1.9047619047619047,Both,6.0,6.105263157894737,5.5,72.5,71.15789473684211,17.0,21.0,1.0,2.0,1.0,38,38,5736.0526315789475,7.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.4761904761904762,yes,52.0,yes,1407.0,yes,366.0,yes,4.13,38,38,1.0,236166,6214.89,0,2,27,35
2352,PRV53938,Yes,4.0,4.524390243902439,0.0,2.3448275862068964,Both,6.0,5.5675675675675675,6.0,76.0,75.30630630630631,62.0,28.0,1.0,2.0,1.0,111,89,5888.918918918918,32.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.4827586206896552,yes,48.0,yes,321.0,yes,267.0,yes,3.95,89,111,1.25,734178,8249.19,0,2,59,98
2353,PRV53939,No,7.0,8.166666666666666,0.0,1.1208053691275168,Both,7.0,6.6019736842105265,7.0,71.0,70.98026315789474,6.0,174.0,1.0,2.0,1.0,304,178,636.3157894736843,8.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.4161073825503356,yes,52.0,yes,3137.0,yes,380.0,yes,1.26,178,304,1.71,201078,1129.65,0,29,301,204
2354,PRV53940,No,0.0,0.0,0.0,1.6288659793814433,OP,7.0,6.731958762886598,6.0,74.0,74.01030927835052,0.0,93.0,0.0,10.0,1.0,97,93,225.6701030927835,1.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4432989690721649,yes,52.0,yes,2770.0,yes,377.0,yes,1.63,93,97,1.04,22220,238.92,0,9,97,86
2355,PRV53941,No,3.0,2.8333333333333335,0.0,2.323943661971831,Both,7.0,6.571428571428571,7.0,74.0,72.15584415584415,5.0,67.0,1.0,3.0,1.0,77,72,1067.012987012987,3.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.3661971830985916,yes,52.0,yes,1748.0,yes,371.0,yes,2.36,72,77,1.07,88638,1231.08,0,7,74,71
2356,PRV53942,No,3.5,5.875,0.0,2.3529411764705883,Both,7.0,6.64,6.0,77.0,73.64,8.0,16.0,1.0,1.0,1.0,25,24,3104.8,3.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.5882352941176471,yes,51.0,yes,688.0,yes,350.0,yes,3.48,24,25,1.04,86304,3596.0,0,2,20,25
2357,PRV53943,No,3.5,5.0,0.0,1.0495049504950495,Both,7.0,6.706422018348624,8.0,74.0,74.12844036697248,8.0,95.0,3.0,5.0,1.0,109,103,842.2018348623852,7.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.4851485148514851,yes,52.0,yes,3051.0,yes,378.0,yes,1.34,103,109,1.06,100584,976.54,0,6,105,88
2358,PRV53944,No,0.0,0.0,0.0,0.7884615384615384,OP,6.0,6.644230769230769,6.0,71.0,69.91346153846153,0.0,55.0,0.0,2.0,1.0,104,55,209.03846153846158,2.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4519230769230769,yes,52.0,yes,2901.0,yes,376.0,yes,0.79,55,104,1.89,22170,403.09,0,10,104,84
2359,PRV53945,No,0.0,0.0,0.0,1.6938775510204083,OP,7.0,7.040816326530612,7.0,77.0,74.93877551020408,0.0,47.0,0.0,4.0,1.0,49,47,312.2448979591837,1.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4081632653061225,yes,52.0,yes,1092.0,yes,369.0,yes,1.69,47,49,1.04,15460,328.94,0,3,49,47
2360,PRV53946,No,0.0,0.0,0.0,0.14285714285714285,OP,8.0,7.095238095238095,9.0,74.0,75.04761904761905,0.0,21.0,0.0,2.0,1.0,21,21,479.5238095238095,1.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.3809523809523809,yes,52.0,yes,2304.0,yes,371.0,yes,0.14,21,21,1.0,10170,484.29,0,4,21,20
2361,PRV53947,No,0.0,0.0,0.0,2.0,OP,7.5,7.0,7.0,69.5,72.625,0.0,8.0,0.0,2.0,1.0,8,8,53.75,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.5,yes,31.0,yes,70.0,yes,68.0,yes,2.0,8,8,1.0,430,53.75,0,0,8,8
2362,PRV53949,No,0.0,0.0,0.0,1.8,OP,8.0,7.4,8.5,76.0,69.8,0.0,5.0,0.0,1.0,0.0,5,5,142.0,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4,yes,52.0,yes,2284.0,yes,371.0,yes,1.8,5,5,1.0,740,148.0,0,0,5,5
2363,PRV53950,No,0.0,0.0,0.0,2.0671140939597317,OP,7.0,6.771812080536913,7.0,73.0,71.81543624161074,0.0,235.0,0.0,3.0,1.0,298,235,275.6040268456376,7.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.42953020134228187,yes,52.0,yes,3239.0,yes,376.0,yes,2.07,235,298,1.27,82920,352.85,0,23,298,214
2364,PRV53951,Yes,3.0,4.136363636363637,0.0,0.625,Both,6.0,6.425925925925926,5.666666666666667,76.0,74.68518518518519,18.0,31.0,1.0,3.0,1.0,54,49,4141.11111111111,10.0,yes,0.09090909090909093,yes,3.0,yes,3.0,yes,3.0,yes,yes,0.53125,yes,52.0,yes,1482.0,yes,367.0,yes,2.06,49,54,1.1,247176,5044.41,0,7,44,48
2365,PRV53952,No,0.0,0.0,0.0,1.0,OP,7.0,6.866666666666666,8.0,67.0,65.53333333333333,0.0,13.0,0.0,3.0,1.0,15,13,305.3333333333333,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.6,yes,42.0,yes,197.0,yes,167.0,yes,1.0,13,15,1.15,4580,352.31,0,1,15,15
2366,PRV53956,No,0.0,0.0,0.0,1.7395437262357414,OP,7.0,6.889733840304182,7.0,73.0,72.3916349809886,0.0,454.0,0.0,3.0,1.0,526,454,299.638783269962,11.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.44106463878327,yes,52.0,yes,3624.0,yes,383.0,yes,1.74,454,526,1.16,159300,350.88,0,38,526,279
2367,PRV53957,No,0.0,0.0,0.0,1.6,OP,6.0,6.466666666666667,6.0,76.0,74.4,0.0,14.0,0.0,1.0,1.0,15,14,442.66666666666674,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.5333333333333333,yes,49.0,yes,487.0,yes,310.0,yes,1.6,14,15,1.07,6640,474.29,0,2,15,15
2368,PRV53958,No,3.0,4.608695652173913,0.0,1.7057971014492754,Both,7.0,6.79523141654979,7.0,72.0,70.51051893408135,22.0,326.0,1.0,2.0,1.0,713,340,666.5638148667601,24.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.43478260869565216,yes,52.0,yes,3753.0,yes,382.0,yes,1.8,340,713,2.1,493366,1451.08,3,70,699,319
2369,PRV53959,Yes,4.0,6.2631578947368425,0.0,1.5144927536231885,Both,7.0,6.691588785046729,8.0,73.0,71.13084112149532,73.0,131.0,3.0,7.0,1.0,214,202,4190.794392523365,35.0,yes,0.013157894736842105,yes,2.0,yes,2.0,yes,2.0,yes,yes,0.4782608695652174,yes,52.0,yes,2961.0,yes,376.0,yes,3.2,202,214,1.06,906982,4490.01,0,17,176,167
2370,PRV53960,No,0.0,0.0,0.0,1.7976190476190477,OP,7.0,6.738095238095238,7.0,75.0,73.18571428571428,0.0,115.0,0.0,2.0,1.0,420,115,303.23809523809524,9.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4238095238095238,yes,52.0,yes,3433.0,yes,381.0,yes,1.8,115,420,3.65,128390,1116.43,3,37,420,253
2371,PRV53961,Yes,4.0,4.948453608247423,0.0,1.96875,Both,6.0,6.007751937984496,7.0,76.0,74.13953488372093,92.0,32.0,1.0,6.0,1.0,129,124,6290.387596899225,43.0,yes,0.061855670103092786,yes,8.0,yes,8.0,yes,13.0,yes,yes,0.375,yes,50.0,yes,619.0,yes,342.0,yes,4.21,124,129,1.04,902328,7276.84,0,2,79,116
2372,PRV53963,No,3.5,3.25,0.0,1.9714285714285715,Both,7.0,6.487179487179487,6.5,73.0,74.25641025641026,4.0,33.0,1.0,5.0,1.0,39,37,1811.794871794872,5.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.5428571428571428,yes,52.0,yes,2542.0,yes,372.0,yes,2.1,37,39,1.05,74952,2025.73,1,2,38,36
2373,PRV53964,No,0.0,0.0,0.0,1.452054794520548,OP,6.0,6.335616438356165,5.0,68.0,64.79452054794521,0.0,81.0,0.0,6.0,1.0,146,81,279.6575342465753,2.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4657534246575342,yes,52.0,yes,2986.0,yes,375.0,yes,1.45,81,146,1.8,41050,506.79,0,19,146,124
2374,PRV53965,No,0.0,0.0,0.0,1.3909090909090909,OP,6.0,6.336363636363636,5.0,72.5,71.88181818181818,0.0,33.0,0.0,1.0,1.0,110,33,291.54545454545456,1.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4090909090909091,yes,52.0,yes,2921.0,yes,376.0,yes,1.39,33,110,3.33,32240,976.97,1,8,110,99
2375,PRV53966,No,0.0,0.0,0.0,0.0,OP,8.0,8.0,8.0,65.5,65.5,0.0,2.0,0.0,1.0,1.0,2,2,250.0,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.5,yes,21.0,yes,36.0,yes,37.0,yes,0.0,2,2,1.0,500,250.0,0,0,2,2
2376,PRV53967,No,0.0,0.0,0.0,0.0,OP,7.0,7.0,7.0,79.0,79.0,0.0,2.0,0.0,1.0,1.0,2,2,50.0,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,no,0.0,no,0.0,none,0.0,none,0.0,none,0.0,2,2,1.0,100,50.0,0,0,2,2
2377,PRV53968,No,0.0,0.0,0.0,2.0,OP,7.0,6.8125,7.0,72.0,71.8125,0.0,30.0,0.0,2.0,1.0,32,30,206.25,2.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.46875,yes,49.0,yes,710.0,yes,346.0,yes,2.0,30,32,1.07,6750,225.0,0,3,32,32
2378,PRV53969,No,0.0,0.0,0.0,1.194915254237288,OP,7.0,7.389830508474576,7.0,72.0,71.5677966101695,0.0,72.0,0.0,3.0,1.0,118,72,305.0,2.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4661016949152542,yes,52.0,yes,2755.0,yes,377.0,yes,1.19,72,118,1.64,36280,503.89,0,12,118,97
2379,PRV53970,No,3.0,3.6666666666666665,1.0,1.0,Both,6.5,6.25,6.25,80.0,79.25,3.0,1.0,1.0,1.0,1.0,4,4,16300.0,0.0,no,0.0,no,0.0,none,0.0,none,0.0,none,no,0.0,no,0.0,none,0.0,none,0.0,none,3.0,4,4,1.0,68404,17101.0,0,3,2,4
2380,PRV53971,No,0.0,0.0,0.0,0.6666666666666666,OP,8.0,7.1568627450980395,8.0,74.5,73.74509803921569,0.0,55.0,0.0,1.0,1.0,102,55,217.7450980392157,1.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4607843137254902,yes,52.0,yes,2907.0,yes,375.0,yes,0.67,55,102,1.85,23030,418.73,0,9,102,88
2381,PRV53972,No,3.5,3.8333333333333335,0.0,1.7205882352941178,Both,6.0,6.216216216216216,6.0,74.0,70.33783783783784,5.0,56.0,1.0,2.0,1.0,74,61,701.6216216216217,4.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.4705882352941176,yes,52.0,yes,1878.0,yes,367.0,yes,1.89,61,74,1.21,58498,958.98,1,8,70,67
2382,PRV53973,No,0.0,0.0,0.0,1.723529411764706,OP,7.0,6.764705882352941,9.0,73.0,72.5764705882353,0.0,84.0,0.0,2.0,1.0,170,84,265.4705882352941,1.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4470588235294118,yes,52.0,yes,3114.0,yes,377.0,yes,1.72,84,170,2.02,45520,541.9,0,16,170,134
2383,PRV53974,No,0.0,0.0,0.0,1.2388059701492538,OP,7.0,7.2388059701492535,7.0,74.0,70.4776119402985,0.0,59.0,0.0,2.0,1.0,67,59,193.28358208955228,3.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4925373134328358,yes,52.0,yes,1875.0,yes,369.0,yes,1.24,59,67,1.14,13010,220.51,0,3,67,63
2384,PRV53975,No,0.0,0.0,0.0,0.5857142857142857,OP,7.0,7.185714285714286,5.0,74.0,74.0,0.0,42.0,0.0,1.0,1.0,70,42,162.71428571428572,3.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4714285714285714,yes,52.0,yes,2691.0,yes,374.0,yes,0.59,42,70,1.67,11810,281.19,0,5,70,67
2385,PRV53977,No,0.0,0.0,0.0,1.9230769230769231,OP,7.0,6.953846153846154,5.0,71.0,72.06153846153846,0.0,40.0,0.0,2.0,1.0,65,40,340.3076923076923,1.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.5384615384615384,yes,52.0,yes,2938.0,yes,375.0,yes,1.92,40,65,1.62,22120,553.0,0,9,65,62
2386,PRV53978,No,0.0,0.0,0.0,0.0,OP,9.0,9.0,9.0,85.0,85.0,0.0,1.0,0.0,1.0,0.0,1,1,100.0,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,1.0,yes,18.0,yes,24.0,yes,23.0,yes,0.0,1,1,1.0,100,100.0,0,1,1,1
2387,PRV53979,No,0.0,0.0,0.0,1.0129870129870129,OP,7.0,7.48051948051948,7.0,74.0,70.44155844155844,0.0,38.0,0.0,1.0,1.0,77,38,339.8701298701298,3.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.3896103896103896,yes,52.0,yes,2583.0,yes,375.0,yes,1.01,38,77,2.03,26360,693.68,0,7,77,70
2388,PRV53980,No,0.0,0.0,0.0,1.6363636363636365,OP,7.0,6.545454545454546,7.0,73.5,72.31818181818181,0.0,15.0,0.0,1.0,1.0,22,15,169.54545454545453,1.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.3636363636363637,yes,51.0,yes,622.0,yes,340.0,yes,1.64,15,22,1.47,3730,248.67,0,1,22,21
2389,PRV53981,No,0.0,0.0,0.0,0.045454545454545456,OP,7.0,7.181818181818182,7.5,76.0,73.36363636363636,0.0,22.0,0.0,2.0,1.0,22,22,218.63636363636363,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4090909090909091,yes,51.0,yes,642.0,yes,334.0,yes,0.05,22,22,1.0,4810,218.64,0,1,22,20
2390,PRV53982,No,0.0,0.0,0.0,1.2222222222222223,OP,5.0,6.0,5.0,71.0,66.77777777777777,0.0,9.0,0.0,2.0,1.0,9,9,108.88888888888887,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.4444444444444444,yes,21.0,yes,28.0,yes,32.0,yes,1.22,9,9,1.0,980,108.89,0,0,9,9
2391,PRV53983,No,0.0,0.0,0.0,0.08333333333333333,OP,7.0,6.541666666666667,7.0,73.5,69.25,0.0,23.0,0.0,1.0,1.0,24,23,266.6666666666667,0.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.5416666666666666,yes,52.0,yes,2623.0,yes,372.0,yes,0.08,23,24,1.04,6420,279.13,0,1,24,24
2392,PRV53985,Yes,5.0,8.125,0.0,1.8412698412698412,Both,7.0,6.776649746192893,8.0,72.0,71.34517766497461,7.0,59.0,1.0,2.0,1.0,197,62,829.0862944162436,7.0,no,0.0,no,0.0,none,0.0,none,0.0,none,yes,0.3862433862433862,yes,52.0,yes,3193.0,yes,374.0,yes,2.1,62,197,3.18,172444,2781.35,0,13,193,150
2393,PRV53986,No,4.0,7.090909090909091,0.0,2.176470588235294,Both,7.0,6.5777777777777775,7.0,75.0,74.84444444444445,11.0,32.0,1.0,2.0,1.0,45,42,2001.333333333333,3.0,yes,0.09090909090909093,yes,2.0,yes,2.0,yes,2.0,yes,yes,0.5294117647058824,yes,52.0,yes,1074.0,yes,367.0,yes,3.38,42,45,1.07,101948,2427.33,0,5,40,45
2394,PRV53988,No,0.0,0.0,0.0,0.65625,OP,6.0,6.53125,6.5,79.0,78.6875,0.0,25.0,0.0,3.0,1.0,32,25,198.75,1.0,0,0.0,none,0.0,none,0.0,none,0.0,none,yes,0.5,yes,52.0,yes,2367.0,yes,371.0,yes,0.66,25,32,1.28,6360,254.4,0,3,32,29
