Provider,SharePhysician,MergeTotalClaim,MergeTotalPatient,MergeAvgClaimReimbursed,PotentialFraud,NumTopCodeClaim
PRV54348,1.0,217,203,4423.410138248848,No,41.0
PRV54349,1.0,77,27,231.8181818181818,No,0.0
PRV54350,1.0,1495,530,953.2240802675585,Yes,61.0
PRV54352,1.0,12,7,139.16666666666666,No,0.0
PRV54353,1.0,32,31,206.875,No,0.0
PRV54354,1.0,100,89,2596.2,Yes,17.0
PRV54355,1.0,16,10,877.5,No,1.0
PRV54356,1.0,31,24,6302.258064516129,No,8.0
PRV54357,1.0,10,9,219.0,No,0.0
PRV54358,1.0,43,30,305.8139534883721,No,1.0
PRV54359,1.0,490,152,1192.265306122449,Yes,28.0
PRV54360,1.0,37,32,245.94594594594594,No,4.0
PRV54361,1.0,40,27,2091.0,Yes,5.0
PRV54362,1.0,50,38,290.2,No,1.0
PRV54363,1.0,64,47,2135.9375,No,7.0
PRV54365,1.0,115,61,271.2173913043478,No,3.0
PRV54367,1.0,636,558,4927.4842767295595,Yes,130.0
PRV54368,1.0,110,98,412.1818181818182,No,4.0
PRV54370,1.0,181,113,233.53591160220995,No,5.0
PRV54371,1.0,31,30,267.0967741935484,No,1.0
PRV54372,1.0,1617,805,416.20284477427333,Yes,54.0
PRV54373,1.0,8,8,728.75,No,1.0
PRV54374,1.0,854,455,327.89227166276345,No,21.0
PRV54375,1.0,56,48,2571.25,No,9.0
PRV54377,1.0,20,19,1655.5,No,0.0
PRV54378,1.0,79,58,2538.1012658227846,No,7.0
PRV54379,1.0,116,96,2419.5689655172414,No,12.0
PRV54380,1.0,12,11,1411.6666666666667,No,1.0
PRV54381,1.0,129,124,1266.7441860465117,No,6.0
PRV54382,1.0,257,214,2742.5291828793775,Yes,24.0
PRV54383,1.0,29,22,188.6206896551724,No,1.0
PRV54384,1.0,28,27,1581.4285714285713,No,2.0
PRV54387,1.0,415,235,274.0,No,7.0
PRV54388,1.0,76,73,642.6315789473684,Yes,3.0
PRV54389,1.0,56,44,456.9642857142857,No,1.0
PRV54390,1.0,95,86,3713.2631578947367,No,14.0
PRV54391,1.0,318,222,746.0062893081761,Yes,20.0
PRV54392,1.0,35,33,138.85714285714286,No,0.0
PRV54393,1.0,75,63,641.2,No,3.0
PRV54396,1.0,44,32,610.0,No,2.0
PRV54399,1.0,349,144,753.6962750716332,Yes,14.0
PRV54400,1.0,96,88,291.9791666666667,No,1.0
PRV54401,1.0,22,22,137.27272727272728,No,0.0
PRV54402,1.0,56,50,1330.7142857142858,No,4.0
PRV54403,1.0,12,11,156.66666666666666,No,0.0
PRV54404,1.0,266,188,312.3308270676692,No,9.0
PRV54407,1.0,19,16,133.68421052631578,No,0.0
PRV54408,1.0,106,28,501.3207547169811,No,4.0
PRV54409,1.0,19,16,1850.5263157894738,No,2.0
PRV54410,1.0,37,20,279.72972972972974,No,0.0
PRV54411,1.0,22,16,366.8181818181818,No,3.0
PRV54412,1.0,70,43,175.42857142857142,No,2.0
PRV54413,1.0,20,14,157.5,No,1.0
PRV54414,1.0,30,18,1059.3333333333333,No,1.0
PRV54415,1.0,27,16,264.0740740740741,No,0.0
PRV54416,1.0,17,16,463.52941176470586,No,0.0
PRV54419,1.0,28,27,177.5,No,1.0
PRV54421,1.0,65,31,223.53846153846155,No,2.0
PRV54422,1.0,15,12,183.33333333333334,No,0.0
PRV54423,1.0,93,51,241.72043010752688,No,3.0
PRV54425,1.0,18,13,4127.777777777777,No,0.0
PRV54426,1.0,24,20,4182.916666666667,No,2.0
PRV54427,1.0,62,20,189.3548387096774,No,0.0
PRV54429,1.0,65,27,787.2307692307693,No,0.0
PRV54430,1.0,64,30,201.5625,No,0.0
PRV54431,1.0,9,9,175.55555555555554,No,0.0
PRV54432,1.0,5,5,222.0,No,0.0
PRV54433,1.0,14,12,288.57142857142856,No,0.0
PRV54434,1.0,42,31,686.4285714285714,No,2.0
PRV54435,1.0,11,8,389.09090909090907,No,0.0
PRV54437,1.0,14,14,230.71428571428572,No,1.0
PRV54438,1.0,272,98,226.5808823529412,No,8.0
PRV54439,1.0,3,3,63.333333333333336,No,0.0
PRV54441,1.0,4,4,120.0,No,0.0
PRV54442,1.0,68,56,372.05882352941177,No,2.0
PRV54443,1.0,61,51,445.9016393442623,No,3.0
PRV54444,1.0,27,25,361.85185185185185,No,0.0
PRV54448,1.0,23,23,292.17391304347825,No,0.0
PRV54450,1.0,10,10,579.0,No,0.0
PRV54451,1.0,13,13,639.2307692307693,No,0.0
PRV54452,1.0,5,5,104.0,No,0.0
PRV54454,1.0,171,138,263.39181286549706,No,1.0
PRV54455,1.0,6,6,231.66666666666666,No,0.0
PRV54456,1.0,8,6,171.25,No,0.0
PRV54457,1.0,16,8,138.75,No,0.0
PRV54459,1.0,9,9,342.22222222222223,No,0.0
PRV54461,1.0,12,12,12666.666666666666,No,4.0
PRV54462,1.0,80,75,204.125,No,4.0
PRV54465,1.0,9,5,401.1111111111111,No,0.0
PRV54466,1.0,3,3,40.0,No,0.0
PRV54467,1.0,7,5,197.14285714285714,No,0.0
PRV54468,1.0,21,19,81.42857142857143,No,0.0
PRV54469,1.0,11,10,299.09090909090907,No,0.0
PRV54471,1.0,46,23,363.04347826086956,No,0.0
PRV54472,1.0,32,19,509.375,No,0.0
PRV54473,1.0,19,8,580.0,No,0.0
PRV54475,1.0,151,60,285.5629139072848,No,7.0
PRV54477,1.0,100,60,343.1,No,3.0
PRV54478,1.0,64,47,337.34375,No,1.0
PRV54479,1.0,17,9,508.2352941176471,No,1.0
PRV54480,1.0,6,6,6666.666666666667,No,2.0
PRV54481,1.0,8,8,236.25,No,0.0
PRV54482,1.0,6,6,61.666666666666664,No,0.0
PRV54483,1.0,13,11,90.0,No,0.0
PRV54486,1.0,28,19,286.07142857142856,No,0.0
PRV54489,1.0,14,14,450.0,No,0.0
PRV54490,1.0,23,19,93.91304347826087,No,0.0
PRV54491,1.0,14,10,623.5714285714286,No,0.0
PRV54496,1.0,8,7,295.0,No,1.0
PRV54497,1.0,5,5,10200.0,No,2.0
PRV54500,1.0,2,2,12500.0,No,1.0
PRV54501,1.0,3,3,13333.333333333334,No,2.0
PRV54502,1.0,3,3,18333.333333333332,No,3.0
PRV54504,1.0,120,103,3624.3333333333335,Yes,14.0
PRV54505,1.0,38,24,1451.0526315789473,Yes,2.0
PRV54506,1.0,134,75,422.1641791044776,No,2.0
PRV54507,1.0,109,73,3333.119266055046,No,16.0
PRV54508,1.0,90,75,366.77777777777777,No,2.0
PRV54509,1.0,4,4,62.5,No,0.0
PRV54510,1.0,149,75,276.8456375838926,No,3.0
PRV54511,1.0,32,30,271.5625,No,0.0
PRV54514,1.0,387,305,1664.108527131783,Yes,26.0
PRV54515,1.0,67,66,339.55223880597015,No,5.0
PRV54517,1.0,45,16,125.77777777777777,No,1.0
PRV54519,1.0,15,10,302.6666666666667,No,0.0
PRV54520,1.0,15,11,538.6666666666666,No,2.0
PRV54521,1.0,64,39,497.5,No,1.0
PRV54524,1.0,21,16,135.23809523809524,No,2.0
PRV54526,1.0,46,17,222.3913043478261,No,3.0
PRV54528,1.0,23,9,248.2608695652174,No,0.0
PRV54529,1.0,5,5,32.0,No,0.0
PRV54530,1.0,13,4,198.46153846153845,No,0.0
PRV54531,1.0,30,26,467.6666666666667,No,0.0
PRV54535,1.0,34,29,208.52941176470588,No,0.0
PRV54536,1.0,13,11,376.15384615384613,No,0.0
PRV54537,1.0,60,20,374.5,No,1.0
PRV54538,1.0,48,32,444.375,No,1.0
PRV54539,1.0,69,43,262.7536231884058,No,0.0
PRV54540,1.0,20,19,484.5,Yes,0.0
PRV54541,1.0,7,6,864.2857142857143,No,0.0
PRV54542,1.0,20,14,1771.0,No,3.0
PRV54543,1.0,17,15,2441.176470588235,Yes,0.0
PRV54544,1.0,28,8,187.5,No,1.0
PRV54545,1.0,2,1,90.0,No,0.0
PRV54546,1.0,6,6,151.66666666666666,No,0.0
PRV54547,1.0,3,3,180.0,No,0.0
PRV54548,1.0,12,7,157.5,No,0.0
PRV54550,1.0,21,13,264.2857142857143,No,1.0
PRV54551,1.0,7,5,280.0,No,0.0
PRV54552,1.0,45,28,252.66666666666666,No,0.0
PRV54553,1.0,18,12,207.77777777777777,No,1.0
PRV54554,1.0,26,8,268.84615384615387,No,0.0
PRV54555,1.0,6,6,8500.0,No,3.0
PRV54557,1.0,564,263,279.9468085106383,Yes,19.0
PRV54558,1.0,73,69,2711.917808219178,No,6.0
PRV54559,1.0,66,57,3872.121212121212,No,11.0
PRV54560,1.0,98,87,4827.34693877551,Yes,17.0
PRV54561,1.0,186,102,1449.8387096774193,No,12.0
PRV54562,1.0,206,75,279.1747572815534,No,3.0
PRV54563,1.0,267,172,296.14232209737827,No,7.0
PRV54564,1.0,803,330,286.1519302615193,No,19.0
PRV54565,1.0,130,106,3170.230769230769,No,16.0
PRV54566,1.0,308,247,2453.4415584415583,Yes,14.0
PRV54567,1.0,57,34,1977.017543859649,No,2.0
PRV54568,1.0,56,46,957.8571428571429,No,0.0
PRV54569,1.0,63,42,3323.0158730158732,No,8.0
PRV54571,1.0,17,17,2977.0588235294117,No,2.0
PRV54572,1.0,146,117,363.7671232876712,No,3.0
PRV54573,1.0,22,14,270.90909090909093,No,0.0
PRV54574,1.0,35,24,222.85714285714286,No,0.0
PRV54575,1.0,273,155,1846.4468864468865,No,17.0
PRV54576,1.0,16,16,7068.75,No,2.0
PRV54577,1.0,61,56,8098.524590163935,No,17.0
PRV54578,1.0,77,37,313.3766233766234,No,1.0
PRV54579,1.0,2,2,645.0,No,0.0
PRV54580,1.0,30,19,242.66666666666666,No,1.0
PRV54581,1.0,11,9,196.36363636363637,No,0.0
PRV54582,1.0,71,35,267.0422535211268,No,2.0
PRV54585,1.0,75,34,301.6,No,3.0
PRV54587,1.0,3,2,50.0,No,0.0
PRV54588,1.0,63,47,273.3333333333333,No,0.0
PRV54589,1.0,11,5,154.54545454545453,No,1.0
PRV54590,1.0,66,34,434.8484848484849,No,0.0
PRV54591,1.0,45,14,184.0,No,4.0
PRV54593,1.0,35,22,313.14285714285717,No,0.0
PRV54595,1.0,11,9,692.7272727272727,No,1.0
PRV54596,1.0,64,20,257.65625,No,1.0
PRV54597,1.0,15,10,333.3333333333333,No,0.0
PRV54598,1.0,9,7,112.22222222222223,No,0.0
PRV54599,1.0,17,11,224.7058823529412,No,0.0
PRV54601,1.0,11,6,64.54545454545455,No,0.0
PRV54602,1.0,14,13,122.14285714285714,No,1.0
PRV54603,1.0,57,32,283.859649122807,No,0.0
PRV54604,1.0,38,15,216.8421052631579,No,0.0
PRV54606,1.0,8,8,188.75,No,0.0
PRV54608,1.0,33,10,322.72727272727275,No,0.0
PRV54609,1.0,45,14,381.3333333333333,No,0.0
PRV54610,1.0,45,21,321.55555555555554,No,1.0
PRV54611,1.0,6,6,793.3333333333334,No,0.0
PRV54612,1.0,12,4,93.33333333333333,No,0.0
PRV54614,1.0,15,8,96.0,No,0.0
PRV54615,1.0,5,2,62.0,No,0.0
PRV54616,1.0,5,5,4662.0,No,1.0
PRV54618,1.0,32,18,318.75,No,1.0
PRV54619,1.0,33,21,294.24242424242425,No,3.0
PRV54620,1.0,13,12,5732.307692307692,No,3.0
PRV54622,1.0,10,8,89.0,No,0.0
PRV54623,1.0,43,11,186.74418604651163,No,6.0
PRV54624,1.0,10,8,1018.0,No,1.0
PRV54625,1.0,16,7,455.625,No,1.0
PRV54627,1.0,26,13,212.69230769230768,No,0.0
PRV54628,1.0,4,4,385.0,No,1.0
PRV54629,1.0,3,3,193.33333333333334,No,0.0
PRV54630,1.0,85,23,302.11764705882354,No,1.0
PRV54633,1.0,12,6,119.16666666666667,No,0.0
PRV54634,1.0,32,23,190.9375,No,2.0
PRV54635,1.0,33,11,199.6969696969697,No,1.0
PRV54636,1.0,76,51,348.6842105263158,No,2.0
PRV54637,1.0,13,12,17384.615384615383,No,7.0
PRV54638,1.0,6,6,13666.666666666666,No,2.0
PRV54639,1.0,13,12,8461.538461538461,No,3.0
PRV54640,1.0,19,19,3908.4210526315787,No,5.0
PRV54642,1.0,49,46,287.9591836734694,No,0.0
PRV54643,1.0,18,18,465.55555555555554,No,0.0
PRV54644,1.0,68,66,3123.0882352941176,Yes,7.0
PRV54645,1.0,2,2,505.0,No,0.0
PRV54646,1.0,23,13,486.0869565217391,No,0.0
PRV54649,1.0,75,73,4201.066666666667,Yes,11.0
PRV54651,1.0,91,87,3206.153846153846,Yes,16.0
PRV54652,1.0,38,33,316.3157894736842,No,1.0
PRV54653,1.0,70,61,5396.285714285715,No,13.0
PRV54656,1.0,35,35,325.14285714285717,No,0.0
PRV54657,1.0,46,46,6352.608695652174,No,6.0
PRV54658,1.0,85,85,2265.6470588235293,No,14.0
PRV54660,1.0,24,21,212.91666666666666,No,0.0
PRV54661,1.0,19,19,4642.105263157895,No,2.0
PRV54662,1.0,45,44,568.6666666666666,No,1.0
PRV54666,1.0,5,5,2262.0,No,1.0
PRV54667,1.0,166,66,823.433734939759,No,7.0
PRV54668,1.0,306,261,313.8888888888889,No,7.0
PRV54670,1.0,159,115,247.61006289308176,No,7.0
PRV54671,1.0,3,1,306.6666666666667,No,0.0
PRV54672,1.0,10,7,420.0,No,0.0
PRV54674,1.0,3,3,9000.0,No,0.0
PRV54675,1.0,37,34,11405.405405405405,Yes,19.0
PRV54676,1.0,40,36,9380.0,Yes,19.0
PRV54677,1.0,27,15,602.5925925925926,No,0.0
PRV54678,1.0,15,7,456.6666666666667,No,0.0
PRV54680,1.0,18,17,14277.777777777777,Yes,4.0
PRV54681,1.0,301,285,211.9269102990033,No,9.0
PRV54682,1.0,96,88,600.9375,No,3.0
PRV54683,1.0,462,406,268.0735930735931,No,10.0
PRV54684,1.0,133,128,326.01503759398497,No,3.0
PRV54685,1.0,145,139,276.8965517241379,No,2.0
PRV54686,1.0,157,125,927.515923566879,No,10.0
PRV54687,1.0,18,18,521.6666666666666,No,0.0
PRV54688,1.0,1032,481,389.20542635658916,Yes,24.0
PRV54689,1.0,20,20,103.5,No,0.0
PRV54690,1.0,840,366,267.8095238095238,No,19.0
PRV54691,1.0,67,66,1467.313432835821,No,2.0
PRV54692,1.0,72,62,5220.555555555556,Yes,16.0
PRV54693,1.0,52,51,767.8846153846154,No,2.0
PRV54694,1.0,330,155,275.030303030303,No,2.0
PRV54695,1.0,53,53,297.1698113207547,No,1.0
PRV54696,1.0,71,63,1959.8591549295775,No,6.0
PRV54697,1.0,8,8,1360.0,No,0.0
PRV54701,1.0,6,5,218.33333333333334,No,0.0
PRV54703,1.0,11,11,60.0,No,0.0
PRV54704,1.0,161,115,277.70186335403724,No,4.0
PRV54705,1.0,257,119,855.0194552529183,No,15.0
PRV54707,1.0,9,8,142.22222222222223,No,1.0
PRV54708,1.0,8,8,335.0,No,0.0
PRV54710,1.0,2,2,430.0,No,0.0
PRV54711,1.0,2,2,20.0,No,0.0
PRV54712,1.0,14,13,532.8571428571429,No,0.0
PRV54713,1.0,17,17,104.11764705882354,No,2.0
PRV54714,1.0,10,10,248.0,No,0.0
PRV54715,1.0,19,18,362.63157894736844,No,0.0
PRV54716,1.0,141,55,278.29787234042556,No,3.0
PRV54717,1.0,3,3,800.0,No,0.0
PRV54718,1.0,29,24,10413.793103448275,Yes,10.0
PRV54720,1.0,9,9,14111.111111111111,No,5.0
PRV54723,1.0,90,86,270.55555555555554,No,4.0
PRV54724,1.0,71,67,6980.985915492958,No,20.0
PRV54725,1.0,116,112,299.13793103448273,No,3.0
PRV54726,1.0,34,34,979.1176470588235,No,1.0
PRV54727,1.0,59,59,411.35593220338984,No,3.0
PRV54728,1.0,11,11,1244.5454545454545,No,0.0
PRV54730,1.0,40,39,236.25,No,2.0
PRV54734,1.0,138,127,310.6521739130435,No,2.0
PRV54735,1.0,38,38,1571.3157894736842,No,1.0
PRV54737,1.0,35,35,4843.142857142857,No,5.0
PRV54739,1.0,186,180,3401.3440860215055,Yes,29.0
PRV54741,1.0,177,171,269.2090395480226,No,2.0
PRV54742,1.0,1892,989,1569.5190274841439,Yes,118.0
PRV54743,1.0,80,77,1093.375,Yes,3.0
PRV54745,1.0,828,502,357.17391304347825,No,19.0
PRV54747,1.0,21,20,258.0952380952381,No,0.0
PRV54748,1.0,85,83,377.7647058823529,No,0.0
PRV54753,1.0,16,16,486.25,No,0.0
PRV54756,1.0,19,19,915.2631578947369,No,1.0
PRV54757,1.0,65,65,1804.4615384615386,No,6.0
PRV54758,1.0,95,93,270.42105263157896,No,0.0
PRV54759,1.0,44,44,1025.909090909091,No,2.0
PRV54760,1.0,31,29,6293.225806451613,No,8.0
PRV54761,1.0,822,483,262.82238442822387,No,17.0
PRV54763,1.0,34,33,346.1764705882353,No,2.0
PRV54764,1.0,51,48,3178.0392156862745,No,6.0
PRV54765,1.0,239,201,8370.292887029289,Yes,83.0
PRV54767,1.0,63,62,985.3968253968254,No,2.0
PRV54768,1.0,32,31,2481.875,No,4.0
PRV54771,1.0,85,80,2018.3529411764705,Yes,3.0
PRV54772,1.0,2115,1061,828.0472813238771,Yes,69.0
PRV54773,1.0,34,34,4712.058823529412,No,4.0
PRV54774,1.0,488,264,416.33196721311475,No,8.0
PRV54776,1.0,37,37,1012.1621621621622,No,3.0
PRV54778,1.0,1672,857,596.9856459330143,Yes,68.0
PRV54779,1.0,31,31,3892.9032258064517,No,4.0
PRV54780,1.0,21,21,235.71428571428572,No,0.0
PRV54781,1.0,205,189,3788.0975609756097,Yes,35.0
PRV54783,1.0,28,26,733.2142857142857,No,2.0
PRV54784,1.0,9,9,168.88888888888889,No,0.0
PRV54785,1.0,8,8,3291.25,No,0.0
PRV54786,1.0,1316,697,316.03343465045594,Yes,25.0
PRV54787,1.0,77,76,3867.7922077922076,No,8.0
PRV54790,1.0,8,8,445.0,No,0.0
PRV54792,1.0,22,22,245.0,No,0.0
PRV54793,1.0,10,5,382.0,No,0.0
PRV54795,1.0,21,21,357.6190476190476,No,0.0
PRV54796,1.0,2,2,850.0,No,0.0
PRV54798,1.0,5,5,58.0,No,0.0
PRV54802,1.0,17,17,104.11764705882354,No,2.0
PRV54803,1.0,3,3,626.6666666666666,No,1.0
PRV54805,1.0,5,5,54.0,No,0.0
PRV54806,1.0,75,56,177.33333333333334,No,1.0
PRV54808,1.0,32,32,473.125,Yes,0.0
PRV54809,1.0,55,53,384.90909090909093,No,0.0
PRV54810,1.0,7,7,542.8571428571429,No,0.0
PRV54812,1.0,12,12,13000.0,No,5.0
PRV54813,1.0,1056,711,284.1193181818182,No,16.0
PRV54814,1.0,82,72,253.53658536585365,No,2.0
PRV54818,1.0,5,5,9200.0,No,1.0
PRV54819,1.0,25,23,6324.4,No,9.0
PRV54821,1.0,7,7,5571.428571428572,No,5.0
PRV54822,1.0,16,16,8500.0,Yes,5.0
PRV54824,1.0,10,10,10000.0,No,5.0
PRV54827,1.0,17,12,151.1764705882353,No,1.0
PRV54828,1.0,60,22,1860.1666666666667,Yes,2.0
PRV54829,1.0,75,55,281.8666666666667,No,2.0
PRV54830,1.0,11,11,1255.4545454545455,No,0.0
PRV54831,1.0,17,17,2002.3529411764705,No,1.0
PRV54832,1.0,60,58,1587.3333333333333,Yes,1.0
PRV54833,1.0,88,48,215.9090909090909,No,1.0
PRV54834,1.0,16,15,3706.25,No,3.0
PRV54836,1.0,8,8,425.0,No,0.0
PRV54837,1.0,1843,728,284.35160065111234,Yes,49.0
PRV54838,1.0,58,31,186.20689655172413,No,2.0
PRV54840,1.0,26,21,250.76923076923077,No,1.0
PRV54841,1.0,6,5,8375.0,No,1.0
PRV54842,1.0,130,59,480.15384615384613,No,2.0
PRV54845,1.0,41,36,2445.8536585365855,Yes,4.0
PRV54846,1.0,42,40,2807.8571428571427,No,7.0
PRV54847,1.0,296,135,433.1081081081081,No,15.0
PRV54848,1.0,28,26,8545.357142857143,No,9.0
PRV54849,1.0,12,12,132.5,No,0.0
PRV54852,1.0,180,82,285.6666666666667,No,2.0
PRV54854,1.0,131,55,302.7480916030534,No,1.0
PRV54855,1.0,212,129,268.5377358490566,No,6.0
PRV54859,1.0,25,6,490.0,No,1.0
PRV54860,1.0,21,8,670.4761904761905,No,1.0
PRV54861,1.0,43,32,150.0,No,0.0
PRV54862,1.0,7,1,504.2857142857143,No,0.0
PRV54863,1.0,6,6,190.0,No,0.0
PRV54864,1.0,5,5,172.0,No,1.0
PRV54865,1.0,6,6,101.66666666666667,No,0.0
PRV54866,1.0,2,2,20.0,No,0.0
PRV54867,1.0,3,3,1183.3333333333333,No,0.0
PRV54868,1.0,105,91,240.1904761904762,No,2.0
PRV54869,1.0,8,8,118.75,No,0.0
PRV54870,1.0,8,8,135.0,No,0.0
PRV54871,1.0,10,8,326.0,No,0.0
PRV54873,1.0,8,8,52.5,No,1.0
PRV54875,1.0,20,19,8600.0,Yes,11.0
PRV54876,1.0,3,3,19333.333333333332,Yes,1.0
PRV54877,1.0,70,63,375.57142857142856,No,4.0
PRV54878,1.0,16,15,577.5,No,1.0
PRV54879,1.0,245,197,2627.4285714285716,Yes,39.0
PRV54881,1.0,39,39,7551.538461538462,No,13.0
PRV54882,1.0,253,220,1461.1857707509882,Yes,16.0
PRV54885,1.0,316,289,1301.8987341772151,No,25.0
PRV54886,1.0,9,9,882.2222222222222,No,0.0
PRV54887,1.0,143,126,341.1188811188811,No,5.0
PRV54888,1.0,413,324,292.6876513317191,No,6.0
PRV54889,1.0,56,48,1796.0714285714287,No,4.0
PRV54890,1.0,77,77,965.1948051948052,No,4.0
PRV54891,1.0,50,44,1667.6,No,6.0
PRV54892,1.0,49,46,217.75510204081633,No,1.0
PRV54893,1.0,8,8,228.75,No,0.0
PRV54894,1.0,229,209,7672.751091703057,Yes,55.0
PRV54895,1.0,3436,1469,307.80267753201394,Yes,75.0
PRV54896,1.0,159,152,3879.622641509434,Yes,24.0
PRV54898,1.0,9,9,8000.0,No,5.0
PRV54901,1.0,25,25,4158.4,No,3.0
PRV54902,1.0,16,15,615.0,No,1.0
PRV54903,1.0,7,6,8142.857142857143,No,2.0
PRV54904,1.0,19,19,419.4736842105263,No,1.0
PRV54905,1.0,149,114,534.3624161073825,No,5.0
PRV54906,1.0,22,22,5779.545454545455,No,3.0
PRV54907,1.0,170,120,352.47058823529414,No,3.0
PRV54908,1.0,115,109,297.6521739130435,No,4.0
PRV54909,1.0,27,27,3328.1481481481483,No,8.0
PRV54910,1.0,215,152,376.1860465116279,No,11.0
PRV54911,1.0,85,82,300.2352941176471,No,0.0
PRV54914,1.0,402,220,529.6766169154229,No,20.0
PRV54916,1.0,107,99,1717.2897196261683,No,14.0
PRV54917,1.0,37,36,3039.189189189189,No,5.0
PRV54918,1.0,166,139,5270.240963855422,Yes,29.0
PRV54919,1.0,178,155,375.1123595505618,No,3.0
PRV54923,1.0,79,57,384.8101265822785,No,2.0
PRV54924,1.0,173,144,1613.9884393063585,No,13.0
PRV54925,1.0,122,97,3925.1639344262294,Yes,20.0
PRV54926,1.0,47,45,1821.7021276595744,No,6.0
PRV54927,1.0,102,94,221.5686274509804,No,0.0
PRV54929,1.0,26,26,7601.153846153846,Yes,5.0
PRV54930,1.0,211,186,443.45971563981044,No,7.0
PRV54931,1.0,52,50,4779.615384615385,Yes,13.0
PRV54932,1.0,59,59,358.64406779661016,No,0.0
PRV54933,1.0,64,53,4268.75,Yes,13.0
PRV54934,1.0,71,57,2520.1408450704225,No,7.0
PRV54935,1.0,89,77,261.23595505617976,No,1.0
PRV54936,1.0,221,209,5157.149321266968,Yes,57.0
PRV54937,1.0,36,36,1007.2222222222222,No,2.0
PRV54938,1.0,86,86,296.86046511627904,No,2.0
PRV54939,1.0,1380,1163,295.5072463768116,Yes,29.0
PRV54941,1.0,18,18,277.22222222222223,No,2.0
PRV54942,1.0,130,119,2815.153846153846,Yes,10.0
PRV54943,1.0,23,21,1019.5652173913044,No,0.0
PRV54944,1.0,120,115,321.8333333333333,No,3.0
PRV54945,1.0,37,36,160.8108108108108,No,1.0
PRV54946,1.0,91,91,370.7692307692308,No,3.0
PRV54947,1.0,26,24,293.46153846153845,No,0.0
PRV54949,1.0,412,375,1274.611650485437,No,25.0
PRV54950,1.0,18,18,4188.888888888889,Yes,1.0
PRV54952,1.0,149,147,1219.1275167785234,Yes,6.0
PRV54953,1.0,102,84,276.47058823529414,No,1.0
PRV54954,1.0,71,71,254.64788732394365,No,3.0
PRV54955,1.0,314,300,6799.012738853503,Yes,84.0
PRV54959,1.0,95,92,910.6315789473684,No,6.0
PRV54960,1.0,193,187,266.32124352331607,No,4.0
PRV54963,1.0,67,67,444.32835820895525,No,2.0
PRV54965,1.0,107,105,1415.7009345794393,No,8.0
PRV54966,1.0,1796,1289,279.51559020044544,Yes,43.0
PRV54967,1.0,51,51,429.80392156862746,No,5.0
PRV54968,1.0,49,41,2608.5714285714284,No,5.0
PRV54970,1.0,233,180,455.6652360515021,No,7.0
PRV54971,1.0,429,189,1261.1421911421912,No,30.0
PRV54972,1.0,62,56,273.38709677419354,No,0.0
PRV54973,1.0,129,123,533.953488372093,No,6.0
PRV54975,1.0,132,122,276.2121212121212,No,0.0
PRV54976,1.0,55,53,362.54545454545456,No,3.0
PRV54977,1.0,53,41,1681.8867924528302,No,4.0
PRV54978,1.0,265,126,327.39622641509436,No,9.0
PRV54981,1.0,95,90,8597.157894736842,No,39.0
PRV54982,1.0,37,33,320.5405405405405,No,1.0
PRV54983,1.0,126,116,334.44444444444446,No,4.0
PRV54985,1.0,223,203,284.0358744394619,No,4.0
PRV54986,1.0,618,542,2740.145631067961,Yes,59.0
PRV54988,1.0,41,41,349.0243902439024,No,1.0
PRV54990,1.0,20,20,2330.0,No,2.0
PRV54991,1.0,130,125,162.92307692307693,No,3.0
PRV54992,1.0,18,17,650.5555555555555,No,1.0
PRV54993,1.0,53,48,3507.9245283018868,No,4.0
PRV54995,1.0,16,16,378.75,No,0.0
PRV54997,1.0,34,22,1169.7058823529412,No,1.0
PRV54998,1.0,207,130,2722.415458937198,Yes,29.0
PRV54999,1.0,10,10,4094.0,No,0.0
PRV55000,1.0,764,707,1526.2041884816754,No,53.0
PRV55001,1.0,158,153,262.0253164556962,No,4.0
PRV55002,1.0,100,93,270.6,No,4.0
PRV55003,1.0,76,73,1024.342105263158,No,3.0
PRV55004,1.0,2399,992,293.29303876615256,Yes,50.0
PRV55005,1.0,130,128,3975.230769230769,No,20.0
PRV55006,1.0,41,41,908.5365853658536,No,3.0
PRV55007,1.0,14,13,237.85714285714286,No,0.0
PRV55010,1.0,289,143,229.75778546712803,Yes,7.0
PRV55011,1.0,56,54,245.53571428571428,No,2.0
PRV55012,1.0,73,69,271.2328767123288,No,1.0
PRV55013,1.0,83,78,214.4578313253012,No,1.0
PRV55016,1.0,146,86,261.2328767123288,No,2.0
PRV55018,1.0,75,72,8212.533333333333,Yes,28.0
PRV55019,1.0,285,221,6515.859649122807,Yes,66.0
PRV55022,1.0,137,123,5232.481751824817,Yes,33.0
PRV55023,1.0,64,52,6564.84375,No,13.0
PRV55024,1.0,46,45,716.9565217391304,No,3.0
PRV55026,1.0,272,239,282.75735294117646,No,3.0
PRV55027,1.0,156,147,1230.7051282051282,Yes,14.0
PRV55028,1.0,223,87,1084.2600896860986,No,11.0
PRV55029,1.0,255,209,878.4313725490196,No,10.0
PRV55030,1.0,311,239,2517.363344051447,Yes,45.0
PRV55031,1.0,32,30,1415.625,No,4.0
PRV55032,1.0,36,36,565.0,No,2.0
PRV55034,1.0,612,466,712.0588235294117,Yes,29.0
PRV55035,1.0,14,14,275.7142857142857,No,0.0
PRV55036,1.0,64,63,230.625,No,2.0
PRV55037,1.0,649,448,483.2973805855162,No,17.0
PRV55038,1.0,15,15,282.0,No,0.0
