Provider,PotentialFraud,DupClaimNum_IP,DupClaimRatio_IP,DupClaim_IP,DupClaimStatesNum_IP,DupClaimMultiState_IP,DupClaimProviderNum_IP,DupClaimMultiProvider_IP,DupClaimStartDtNum_IP,DupClaimMultiStartDt_IP,DupClaimNum_OP,DupClaimRatio_OP,DupClaim_OP,DupClaimStatesNum_OP,DupClaimMultiState_OP,DupClaimProviderNum_OP,DupClaimMultiProvider_OP,DupClaimStartDtNum_OP,DupClaimMultiStartDt_OP
PRV54384,No,0.0,0.0,no,,,,,,,12.0,0.46153846153846156,yes,52.0,yes,2501.0,yes,375.0,yes
PRV54387,No,,,,,,,,,,186.0,0.44819277108433736,yes,52.0,yes,3460.0,yes,379.0,yes
PRV54388,Yes,0.0,0.0,no,,,,,,,28.0,0.4,yes,52.0,yes,2770.0,yes,375.0,yes
PRV54389,No,,,,,,,,,,28.0,0.5,yes,51.0,yes,943.0,yes,366.0,yes
PRV54390,No,1.0,0.02631578947368421,yes,2.0,yes,2.0,yes,2.0,yes,19.0,0.3333333333333333,yes,52.0,yes,2476.0,yes,372.0,yes
PRV54391,Yes,2.0,0.09523809523809523,yes,3.0,yes,3.0,yes,4.0,yes,138.0,0.46464646464646464,yes,52.0,yes,3473.0,yes,377.0,yes
PRV54392,No,,,,,,,,,,13.0,0.37142857142857144,yes,51.0,yes,788.0,yes,354.0,yes
PRV54393,No,0.0,0.0,no,,,,,,,32.0,0.45714285714285713,yes,52.0,yes,2562.0,yes,371.0,yes
PRV54396,No,0.0,0.0,no,,,,,,,14.0,0.32558139534883723,yes,51.0,yes,1238.0,yes,367.0,yes
PRV54399,Yes,1.0,0.07692307692307693,yes,2.0,yes,2.0,yes,2.0,yes,146.0,0.43452380952380953,yes,52.0,yes,3040.0,yes,383.0,yes
PRV54400,No,,,,,,,,,,46.0,0.4791666666666667,yes,52.0,yes,2883.0,yes,379.0,yes
PRV54401,No,,,,,,,,,,11.0,0.5,yes,52.0,yes,2452.0,yes,371.0,yes
PRV54402,No,1.0,0.16666666666666666,yes,2.0,yes,2.0,yes,2.0,yes,26.0,0.52,yes,52.0,yes,1603.0,yes,372.0,yes
PRV54403,No,,,,,,,,,,4.0,0.3333333333333333,yes,52.0,yes,1199.0,yes,366.0,yes
PRV54404,No,0.0,0.0,no,,,,,,,129.0,0.48863636363636365,yes,52.0,yes,3310.0,yes,378.0,yes
PRV54407,No,,,,,,,,,,11.0,0.5789473684210527,yes,51.0,yes,1331.0,yes,366.0,yes
PRV54408,No,0.0,0.0,no,,,,,,,46.0,0.4423076923076923,yes,52.0,yes,1419.0,yes,373.0,yes
PRV54409,No,1.0,0.2,yes,2.0,yes,2.0,yes,2.0,yes,5.0,0.35714285714285715,yes,52.0,yes,2588.0,yes,371.0,yes
PRV54410,No,,,,,,,,,,20.0,0.5405405405405406,yes,52.0,yes,2423.0,yes,376.0,yes
PRV54411,No,0.0,0.0,no,,,,,,,6.0,0.2857142857142857,yes,43.0,yes,163.0,yes,153.0,yes
PRV54412,No,,,,,,,,,,39.0,0.5571428571428572,yes,52.0,yes,2610.0,yes,372.0,yes
PRV54413,No,,,,,,,,,,9.0,0.45,yes,52.0,yes,954.0,yes,367.0,yes
PRV54414,No,0.0,0.0,no,,,,,,,14.0,0.4827586206896552,yes,52.0,yes,946.0,yes,362.0,yes
PRV54415,No,,,,,,,,,,14.0,0.5185185185185185,yes,49.0,yes,558.0,yes,328.0,yes
PRV54416,No,,,,,,,,,,7.0,0.4117647058823529,yes,41.0,yes,204.0,yes,174.0,yes
PRV54419,No,,,,,,,,,,15.0,0.5357142857142857,yes,52.0,yes,1422.0,yes,365.0,yes
PRV54420,No,,,,,,,,,,0.0,0.0,no,,,,,,
PRV54421,No,,,,,,,,,,39.0,0.6,yes,52.0,yes,2002.0,yes,368.0,yes
PRV54422,No,,,,,,,,,,9.0,0.6,yes,47.0,yes,459.0,yes,310.0,yes
PRV54423,No,,,,,,,,,,37.0,0.3978494623655914,yes,52.0,yes,2580.0,yes,374.0,yes
PRV54424,No,,,,,,,,,,0.0,0.0,no,,,,,,
PRV54425,No,0.0,0.0,no,,,,,,,5.0,0.35714285714285715,yes,47.0,yes,423.0,yes,280.0,yes
PRV54426,No,0.0,0.0,no,,,,,,,4.0,0.26666666666666666,yes,45.0,yes,243.0,yes,205.0,yes
PRV54427,No,,,,,,,,,,25.0,0.4032258064516129,yes,52.0,yes,2698.0,yes,373.0,yes
PRV54429,No,0.0,0.0,no,,,,,,,29.0,0.46774193548387094,yes,52.0,yes,2847.0,yes,372.0,yes
PRV54430,No,,,,,,,,,,33.0,0.515625,yes,52.0,yes,2480.0,yes,371.0,yes
PRV54431,No,,,,,,,,,,4.0,0.4444444444444444,yes,52.0,yes,2364.0,yes,372.0,yes
PRV54432,No,,,,,,,,,,2.0,0.4,yes,44.0,yes,260.0,yes,212.0,yes
PRV54433,No,,,,,,,,,,6.0,0.42857142857142855,yes,43.0,yes,246.0,yes,213.0,yes
PRV54434,No,0.0,0.0,no,,,,,,,13.0,0.325,yes,52.0,yes,2377.0,yes,372.0,yes
PRV54435,No,,,,,,,,,,8.0,0.7272727272727273,yes,47.0,yes,313.0,yes,246.0,yes
PRV54436,No,,,,,,,,,,1.0,0.5,yes,10.0,yes,11.0,yes,11.0,yes
PRV54437,No,,,,,,,,,,8.0,0.5714285714285714,yes,50.0,yes,589.0,yes,328.0,yes
PRV54438,No,,,,,,,,,,112.0,0.4117647058823529,yes,52.0,yes,3113.0,yes,377.0,yes
PRV54439,No,,,,,,,,,,2.0,0.6666666666666666,yes,42.0,yes,172.0,yes,148.0,yes
PRV54441,No,,,,,,,,,,2.0,0.5,yes,45.0,yes,261.0,yes,210.0,yes
PRV54442,No,,,,,,,,,,26.0,0.38235294117647056,yes,52.0,yes,2489.0,yes,372.0,yes
PRV54443,No,,,,,,,,,,27.0,0.4426229508196721,yes,52.0,yes,2759.0,yes,375.0,yes
PRV54444,No,,,,,,,,,,11.0,0.4074074074074074,yes,49.0,yes,422.0,yes,287.0,yes
PRV54448,No,,,,,,,,,,13.0,0.5652173913043478,yes,52.0,yes,2729.0,yes,374.0,yes
PRV54449,No,,,,,,,,,,1.0,1.0,yes,4.0,yes,4.0,yes,4.0,yes
PRV54450,No,,,,,,,,,,6.0,0.6,yes,48.0,yes,435.0,yes,294.0,yes
PRV54451,No,,,,,,,,,,5.0,0.38461538461538464,yes,38.0,yes,166.0,yes,149.0,yes
PRV54452,No,,,,,,,,,,3.0,0.6,yes,28.0,yes,51.0,yes,48.0,yes
PRV54454,No,,,,,,,,,,80.0,0.4678362573099415,yes,52.0,yes,3227.0,yes,376.0,yes
PRV54455,No,,,,,,,,,,3.0,0.5,yes,52.0,yes,1313.0,yes,365.0,yes
PRV54456,No,,,,,,,,,,4.0,0.5,yes,40.0,yes,118.0,yes,104.0,yes
PRV54457,No,,,,,,,,,,7.0,0.4375,yes,52.0,yes,2292.0,yes,371.0,yes
PRV54459,No,,,,,,,,,,4.0,0.4444444444444444,yes,50.0,yes,458.0,yes,305.0,yes
PRV54460,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV54461,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV54462,No,,,,,,,,,,34.0,0.425,yes,52.0,yes,2566.0,yes,373.0,yes
PRV54463,No,,,,,,,,,,1.0,0.3333333333333333,yes,52.0,yes,1258.0,yes,365.0,yes
PRV54465,No,,,,,,,,,,5.0,0.5555555555555556,yes,49.0,yes,490.0,yes,313.0,yes
PRV54466,No,,,,,,,,,,1.0,0.3333333333333333,yes,48.0,yes,398.0,yes,271.0,yes
PRV54467,No,,,,,,,,,,4.0,0.5714285714285714,yes,49.0,yes,421.0,yes,278.0,yes
PRV54468,No,,,,,,,,,,10.0,0.47619047619047616,yes,50.0,yes,718.0,yes,353.0,yes
PRV54469,No,,,,,,,,,,6.0,0.5454545454545454,yes,52.0,yes,617.0,yes,341.0,yes
PRV54471,No,,,,,,,,,,21.0,0.45652173913043476,yes,51.0,yes,754.0,yes,359.0,yes
PRV54472,No,,,,,,,,,,16.0,0.5,yes,49.0,yes,372.0,yes,273.0,yes
PRV54473,No,,,,,,,,,,8.0,0.42105263157894735,yes,47.0,yes,484.0,yes,309.0,yes
PRV54475,No,,,,,,,,,,60.0,0.3973509933774834,yes,52.0,yes,2677.0,yes,375.0,yes
PRV54477,No,,,,,,,,,,42.0,0.42,yes,52.0,yes,2861.0,yes,376.0,yes
PRV54478,No,,,,,,,,,,25.0,0.390625,yes,52.0,yes,2530.0,yes,372.0,yes
PRV54479,No,,,,,,,,,,8.0,0.47058823529411764,yes,52.0,yes,2377.0,yes,371.0,yes
PRV54480,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV54481,No,,,,,,,,,,2.0,0.25,yes,26.0,yes,48.0,yes,49.0,yes
PRV54482,No,,,,,,,,,,4.0,0.6666666666666666,yes,43.0,yes,207.0,yes,197.0,yes
PRV54483,No,,,,,,,,,,5.0,0.38461538461538464,yes,32.0,yes,81.0,yes,75.0,yes
PRV54486,No,,,,,,,,,,14.0,0.5,yes,52.0,yes,2356.0,yes,371.0,yes
PRV54489,No,,,,,,,,,,6.0,0.42857142857142855,yes,43.0,yes,221.0,yes,192.0,yes
PRV54490,No,,,,,,,,,,10.0,0.43478260869565216,yes,52.0,yes,787.0,yes,356.0,yes
PRV54491,No,,,,,,,,,,8.0,0.5714285714285714,yes,51.0,yes,396.0,yes,282.0,yes
PRV54496,No,,,,,,,,,,3.0,0.375,yes,52.0,yes,2348.0,yes,371.0,yes
PRV54497,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV54498,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV54499,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV54500,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV54501,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV54502,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV54503,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV54504,Yes,1.0,0.022727272727272728,yes,2.0,yes,2.0,yes,2.0,yes,38.0,0.5,yes,52.0,yes,2620.0,yes,373.0,yes
PRV54505,Yes,0.0,0.0,no,,,,,,,18.0,0.5454545454545454,yes,52.0,yes,595.0,yes,338.0,yes
PRV54506,No,1.0,0.3333333333333333,yes,2.0,yes,2.0,yes,2.0,yes,49.0,0.37404580152671757,yes,52.0,yes,2676.0,yes,376.0,yes
PRV54507,No,2.0,0.05128205128205128,yes,3.0,yes,3.0,yes,4.0,yes,29.0,0.4142857142857143,yes,52.0,yes,1874.0,yes,367.0,yes
PRV54508,No,,,,,,,,,,36.0,0.4,yes,52.0,yes,2859.0,yes,375.0,yes
PRV54509,No,,,,,,,,,,2.0,0.5,yes,41.0,yes,134.0,yes,117.0,yes
PRV54510,No,,,,,,,,,,64.0,0.42953020134228187,yes,52.0,yes,3094.0,yes,373.0,yes
PRV54511,No,,,,,,,,,,18.0,0.5625,yes,52.0,yes,2364.0,yes,372.0,yes
PRV54514,Yes,3.0,0.0625,yes,5.0,yes,4.0,yes,6.0,yes,151.0,0.44542772861356933,yes,52.0,yes,3300.0,yes,380.0,yes
PRV54515,No,,,,,,,,,,28.0,0.417910447761194,yes,52.0,yes,1233.0,yes,366.0,yes
PRV54517,No,,,,,,,,,,24.0,0.5333333333333333,yes,52.0,yes,1398.0,yes,368.0,yes
PRV54519,No,,,,,,,,,,4.0,0.26666666666666666,yes,48.0,yes,286.0,yes,225.0,yes
PRV54520,No,,,,,,,,,,8.0,0.5333333333333333,yes,52.0,yes,2313.0,yes,372.0,yes
PRV54521,No,,,,,,,,,,25.0,0.390625,yes,52.0,yes,2683.0,yes,372.0,yes
PRV54522,No,,,,,,,,,,0.0,0.0,no,,,,,,
PRV54523,No,,,,,,,,,,0.0,0.0,no,,,,,,
PRV54524,No,,,,,,,,,,8.0,0.38095238095238093,yes,50.0,yes,415.0,yes,289.0,yes
PRV54526,No,,,,,,,,,,21.0,0.45652173913043476,yes,52.0,yes,1081.0,yes,366.0,yes
PRV54528,No,,,,,,,,,,13.0,0.5652173913043478,yes,51.0,yes,932.0,yes,361.0,yes
PRV54529,No,,,,,,,,,,3.0,0.6,yes,35.0,yes,84.0,yes,90.0,yes
PRV54530,No,,,,,,,,,,7.0,0.5384615384615384,yes,52.0,yes,2335.0,yes,372.0,yes
PRV54531,No,1.0,1.0,yes,2.0,yes,2.0,yes,2.0,yes,12.0,0.41379310344827586,yes,51.0,yes,1216.0,yes,365.0,yes
PRV54535,No,,,,,,,,,,23.0,0.6764705882352942,yes,52.0,yes,2749.0,yes,372.0,yes
PRV54536,No,,,,,,,,,,6.0,0.46153846153846156,yes,51.0,yes,525.0,yes,323.0,yes
PRV54537,No,,,,,,,,,,24.0,0.4,yes,52.0,yes,1738.0,yes,371.0,yes
PRV54538,No,,,,,,,,,,17.0,0.3541666666666667,yes,51.0,yes,663.0,yes,337.0,yes
PRV54539,No,,,,,,,,,,31.0,0.4492753623188406,yes,51.0,yes,1131.0,yes,366.0,yes
PRV54540,Yes,,,,,,,,,,10.0,0.5,yes,52.0,yes,1962.0,yes,371.0,yes
PRV54541,No,0.0,0.0,no,,,,,,,2.0,0.4,yes,31.0,yes,71.0,yes,68.0,yes
PRV54542,No,0.0,0.0,no,,,,,,,6.0,0.4,yes,52.0,yes,2306.0,yes,372.0,yes
PRV54543,Yes,0.0,0.0,no,,,,,,,7.0,0.5,yes,49.0,yes,303.0,yes,238.0,yes
PRV54544,No,,,,,,,,,,10.0,0.35714285714285715,yes,52.0,yes,1422.0,yes,365.0,yes
PRV54545,No,,,,,,,,,,0.0,0.0,no,,,,,,
PRV54546,No,,,,,,,,,,1.0,0.16666666666666666,yes,31.0,yes,73.0,yes,71.0,yes
PRV54547,No,,,,,,,,,,1.0,0.3333333333333333,yes,26.0,yes,50.0,yes,54.0,yes
PRV54548,No,,,,,,,,,,3.0,0.25,yes,45.0,yes,294.0,yes,229.0,yes
PRV54549,No,,,,,,,,,,1.0,1.0,yes,40.0,yes,115.0,yes,108.0,yes
PRV54550,No,,,,,,,,,,10.0,0.47619047619047616,yes,46.0,yes,203.0,yes,177.0,yes
PRV54551,No,,,,,,,,,,2.0,0.2857142857142857,yes,39.0,yes,157.0,yes,137.0,yes
PRV54552,No,,,,,,,,,,20.0,0.4444444444444444,yes,52.0,yes,2708.0,yes,371.0,yes
PRV54553,No,,,,,,,,,,4.0,0.2222222222222222,yes,52.0,yes,2344.0,yes,371.0,yes
PRV54554,No,,,,,,,,,,13.0,0.5,yes,52.0,yes,2451.0,yes,371.0,yes
PRV54555,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV54557,Yes,,,,,,,,,,262.0,0.4645390070921986,yes,52.0,yes,3630.0,yes,380.0,yes
PRV54558,No,0.0,0.0,no,,,,,,,25.0,0.43103448275862066,yes,52.0,yes,2459.0,yes,376.0,yes
PRV54559,No,1.0,0.04166666666666666,yes,2.0,yes,2.0,yes,2.0,yes,22.0,0.5238095238095238,yes,52.0,yes,2681.0,yes,372.0,yes
PRV54560,Yes,1.0,0.025,yes,2.0,yes,2.0,yes,2.0,yes,30.0,0.5172413793103449,yes,52.0,yes,2884.0,yes,373.0,yes
PRV54561,No,0.0,0.0,no,,,,,,,65.0,0.40372670807453415,yes,52.0,yes,2013.0,yes,370.0,yes
PRV54562,No,,,,,,,,,,102.0,0.49514563106796117,yes,52.0,yes,3318.0,yes,378.0,yes
PRV54563,No,,,,,,,,,,123.0,0.4606741573033708,yes,52.0,yes,3247.0,yes,379.0,yes
PRV54564,No,,,,,,,,,,356.0,0.44333748443337484,yes,52.0,yes,3755.0,yes,384.0,yes
PRV54565,No,2.0,0.05128205128205128,yes,4.0,yes,4.0,yes,5.0,yes,45.0,0.4945054945054945,yes,52.0,yes,2824.0,yes,373.0,yes
PRV54566,Yes,1.0,0.025,yes,2.0,yes,2.0,yes,2.0,yes,113.0,0.4216417910447761,yes,52.0,yes,3260.0,yes,381.0,yes
PRV54567,No,1.0,0.16666666666666666,yes,2.0,yes,2.0,yes,2.0,yes,31.0,0.6078431372549019,yes,52.0,yes,2685.0,yes,371.0,yes
PRV54568,No,0.0,0.0,no,,,,,,,21.0,0.4117647058823529,yes,51.0,yes,1386.0,yes,365.0,yes
PRV54569,No,0.0,0.0,no,,,,,,,23.0,0.45098039215686275,yes,50.0,yes,740.0,yes,352.0,yes
PRV54571,No,0.0,0.0,no,,,,,,,9.0,0.6923076923076923,yes,52.0,yes,1513.0,yes,365.0,yes
PRV54572,No,,,,,,,,,,57.0,0.3904109589041096,yes,52.0,yes,2884.0,yes,377.0,yes
PRV54573,No,,,,,,,,,,13.0,0.5909090909090909,yes,52.0,yes,1258.0,yes,372.0,yes
PRV54574,No,,,,,,,,,,19.0,0.5428571428571428,yes,52.0,yes,2793.0,yes,373.0,yes
PRV54575,No,2.0,0.060606060606060615,yes,3.0,yes,3.0,yes,4.0,yes,122.0,0.5083333333333333,yes,52.0,yes,3361.0,yes,376.0,yes
PRV54576,No,0.0,0.0,no,,,,,,,1.0,0.5,yes,33.0,yes,87.0,yes,83.0,yes
PRV54577,No,2.0,0.04444444444444445,yes,4.0,yes,4.0,yes,5.0,yes,5.0,0.3125,yes,52.0,yes,1518.0,yes,370.0,yes
PRV54578,No,,,,,,,,,,33.0,0.42857142857142855,yes,52.0,yes,2847.0,yes,373.0,yes
PRV54579,No,,,,,,,,,,2.0,1.0,yes,35.0,yes,77.0,yes,75.0,yes
PRV54580,No,,,,,,,,,,14.0,0.4666666666666667,yes,52.0,yes,2728.0,yes,375.0,yes
PRV54581,No,,,,,,,,,,6.0,0.5454545454545454,yes,52.0,yes,2341.0,yes,371.0,yes
PRV54582,No,,,,,,,,,,33.0,0.4647887323943662,yes,52.0,yes,2843.0,yes,377.0,yes
PRV54585,No,,,,,,,,,,33.0,0.44,yes,52.0,yes,2625.0,yes,377.0,yes
PRV54587,No,,,,,,,,,,1.0,0.3333333333333333,yes,48.0,yes,481.0,yes,299.0,yes
PRV54588,No,,,,,,,,,,28.0,0.4444444444444444,yes,52.0,yes,2807.0,yes,371.0,yes
PRV54589,No,,,,,,,,,,5.0,0.45454545454545453,yes,36.0,yes,108.0,yes,106.0,yes
PRV54590,No,0.0,0.0,no,,,,,,,31.0,0.47692307692307695,yes,52.0,yes,2598.0,yes,372.0,yes
PRV54591,No,,,,,,,,,,14.0,0.3111111111111111,yes,52.0,yes,780.0,yes,354.0,yes
PRV54593,No,,,,,,,,,,17.0,0.4857142857142857,yes,52.0,yes,2442.0,yes,372.0,yes
PRV54595,No,,,,,,,,,,5.0,0.45454545454545453,yes,51.0,yes,554.0,yes,323.0,yes
PRV54596,No,,,,,,,,,,20.0,0.3125,yes,52.0,yes,2500.0,yes,371.0,yes
PRV54597,No,,,,,,,,,,6.0,0.4,yes,47.0,yes,371.0,yes,263.0,yes
PRV54598,No,,,,,,,,,,3.0,0.3333333333333333,yes,33.0,yes,64.0,yes,61.0,yes
PRV54599,No,,,,,,,,,,9.0,0.5294117647058824,yes,52.0,yes,1840.0,yes,365.0,yes
PRV54601,No,,,,,,,,,,8.0,0.7272727272727273,yes,51.0,yes,571.0,yes,328.0,yes
PRV54602,No,,,,,,,,,,11.0,0.7857142857142857,yes,44.0,yes,325.0,yes,247.0,yes
PRV54603,No,,,,,,,,,,33.0,0.5789473684210527,yes,52.0,yes,2908.0,yes,374.0,yes
PRV54604,No,,,,,,,,,,12.0,0.3157894736842105,yes,52.0,yes,2647.0,yes,372.0,yes
PRV54606,No,,,,,,,,,,3.0,0.375,yes,30.0,yes,70.0,yes,74.0,yes
PRV54608,No,,,,,,,,,,20.0,0.6060606060606061,yes,52.0,yes,1491.0,yes,367.0,yes
PRV54609,No,,,,,,,,,,19.0,0.4222222222222222,yes,52.0,yes,2520.0,yes,375.0,yes
PRV54610,No,,,,,,,,,,22.0,0.4888888888888889,yes,51.0,yes,1112.0,yes,373.0,yes
PRV54611,No,0.0,0.0,no,,,,,,,4.0,0.8,yes,37.0,yes,144.0,yes,126.0,yes
PRV54612,No,,,,,,,,,,6.0,0.5,yes,52.0,yes,561.0,yes,334.0,yes
PRV54614,No,,,,,,,,,,4.0,0.26666666666666666,yes,38.0,yes,113.0,yes,100.0,yes
PRV54615,No,,,,,,,,,,5.0,1.0,yes,45.0,yes,225.0,yes,195.0,yes
PRV54616,No,0.0,0.0,no,,,,,,,2.0,0.6666666666666666,yes,37.0,yes,109.0,yes,107.0,yes
PRV54618,No,,,,,,,,,,9.0,0.28125,yes,47.0,yes,263.0,yes,219.0,yes
PRV54619,No,,,,,,,,,,7.0,0.21212121212121213,yes,50.0,yes,525.0,yes,311.0,yes
PRV54620,No,0.0,0.0,no,,,,,,,1.0,0.16666666666666666,yes,43.0,yes,149.0,yes,136.0,yes
PRV54621,No,,,,,,,,,,1.0,1.0,yes,3.0,yes,3.0,yes,3.0,yes
PRV54622,No,,,,,,,,,,4.0,0.4,yes,31.0,yes,54.0,yes,56.0,yes
PRV54623,No,,,,,,,,,,16.0,0.37209302325581395,yes,48.0,yes,442.0,yes,297.0,yes
PRV54624,No,,,,,,,,,,3.0,0.3,yes,37.0,yes,95.0,yes,91.0,yes
PRV54625,No,,,,,,,,,,8.0,0.5,yes,37.0,yes,108.0,yes,111.0,yes
PRV54627,No,,,,,,,,,,8.0,0.3076923076923077,yes,42.0,yes,143.0,yes,134.0,yes
PRV54628,No,,,,,,,,,,3.0,0.75,yes,51.0,yes,299.0,yes,233.0,yes
PRV54629,No,,,,,,,,,,2.0,0.6666666666666666,yes,43.0,yes,167.0,yes,140.0,yes
PRV54630,No,,,,,,,,,,44.0,0.5176470588235295,yes,52.0,yes,2709.0,yes,373.0,yes
PRV54633,No,,,,,,,,,,6.0,0.5,yes,52.0,yes,1283.0,yes,365.0,yes
PRV54634,No,,,,,,,,,,16.0,0.5,yes,52.0,yes,2440.0,yes,371.0,yes
PRV54635,No,,,,,,,,,,16.0,0.48484848484848486,yes,52.0,yes,2448.0,yes,374.0,yes
PRV54636,No,,,,,,,,,,36.0,0.47368421052631576,yes,52.0,yes,2780.0,yes,374.0,yes
PRV54637,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV54638,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV54639,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV54640,No,1.0,0.14285714285714285,yes,2.0,yes,2.0,yes,2.0,yes,4.0,0.3333333333333333,yes,43.0,yes,229.0,yes,193.0,yes
PRV54642,No,,,,,,,,,,27.0,0.5510204081632653,yes,52.0,yes,2162.0,yes,371.0,yes
PRV54643,No,,,,,,,,,,8.0,0.4444444444444444,yes,52.0,yes,1566.0,yes,370.0,yes
PRV54644,Yes,0.0,0.0,no,,,,,,,16.0,0.34782608695652173,yes,52.0,yes,2605.0,yes,371.0,yes
PRV54645,No,,,,,,,,,,1.0,0.5,yes,43.0,yes,175.0,yes,152.0,yes
PRV54646,No,,,,,,,,,,14.0,0.6086956521739131,yes,50.0,yes,616.0,yes,336.0,yes
PRV54649,Yes,2.0,0.09090909090909093,yes,4.0,yes,3.0,yes,4.0,yes,29.0,0.5471698113207547,yes,52.0,yes,2511.0,yes,374.0,yes
PRV54651,Yes,0.0,0.0,no,,,,,,,36.0,0.5142857142857142,yes,52.0,yes,2742.0,yes,372.0,yes
PRV54652,No,,,,,,,,,,9.0,0.23684210526315788,yes,51.0,yes,671.0,yes,349.0,yes
PRV54653,No,0.0,0.0,no,,,,,,,8.0,0.26666666666666666,yes,51.0,yes,623.0,yes,338.0,yes
PRV54656,No,,,,,,,,,,17.0,0.4857142857142857,yes,51.0,yes,1076.0,yes,368.0,yes
PRV54657,No,0.0,0.0,no,,,,,,,12.0,0.41379310344827586,yes,52.0,yes,838.0,yes,361.0,yes
PRV54658,No,2.0,0.07407407407407407,yes,3.0,yes,3.0,yes,4.0,yes,26.0,0.4482758620689655,yes,52.0,yes,2080.0,yes,368.0,yes
PRV54660,No,,,,,,,,,,14.0,0.5833333333333334,yes,51.0,yes,956.0,yes,364.0,yes
PRV54661,No,1.0,0.3333333333333333,yes,2.0,yes,2.0,yes,2.0,yes,6.0,0.375,yes,50.0,yes,342.0,yes,268.0,yes
PRV54662,No,0.0,0.0,no,,,,,,,18.0,0.42857142857142855,yes,52.0,yes,1037.0,yes,367.0,yes
PRV54664,No,,,,,,,,,,0.0,0.0,no,,,,,,
PRV54666,No,0.0,0.0,no,,,,,,,2.0,0.5,yes,22.0,yes,28.0,yes,29.0,yes
PRV54667,No,0.0,0.0,no,,,,,,,69.0,0.4394904458598726,yes,52.0,yes,3024.0,yes,376.0,yes
PRV54668,No,0.0,0.0,no,,,,,,,156.0,0.5114754098360655,yes,52.0,yes,3163.0,yes,380.0,yes
PRV54670,No,,,,,,,,,,80.0,0.5031446540880503,yes,52.0,yes,3022.0,yes,378.0,yes
PRV54671,No,,,,,,,,,,3.0,1.0,yes,29.0,yes,102.0,yes,92.0,yes
PRV54672,No,,,,,,,,,,3.0,0.3,yes,49.0,yes,442.0,yes,294.0,yes
PRV54673,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV54674,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV54675,Yes,0.0,0.0,no,,,,,,,,,,,,,,,
PRV54676,Yes,1.0,0.025,yes,2.0,yes,2.0,yes,2.0,yes,,,,,,,,,
PRV54677,No,,,,,,,,,,12.0,0.4444444444444444,yes,51.0,yes,1196.0,yes,368.0,yes
PRV54678,No,,,,,,,,,,7.0,0.4666666666666667,yes,52.0,yes,651.0,yes,349.0,yes
PRV54679,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV54680,Yes,0.0,0.0,no,,,,,,,,,,,,,,,
PRV54681,No,,,,,,,,,,113.0,0.3754152823920266,yes,52.0,yes,2994.0,yes,376.0,yes
PRV54682,No,0.0,0.0,no,,,,,,,37.0,0.4111111111111111,yes,52.0,yes,2654.0,yes,376.0,yes
PRV54683,No,,,,,,,,,,209.0,0.4523809523809524,yes,52.0,yes,3479.0,yes,378.0,yes
PRV54684,No,,,,,,,,,,57.0,0.42857142857142855,yes,52.0,yes,3010.0,yes,376.0,yes
PRV54685,No,,,,,,,,,,69.0,0.47586206896551725,yes,52.0,yes,2201.0,yes,369.0,yes
PRV54686,No,1.0,0.07142857142857142,yes,2.0,yes,2.0,yes,2.0,yes,70.0,0.48951048951048953,yes,52.0,yes,3150.0,yes,378.0,yes
PRV54687,No,,,,,,,,,,8.0,0.4444444444444444,yes,51.0,yes,677.0,yes,345.0,yes
PRV54688,Yes,1.0,0.09090909090909093,yes,2.0,yes,2.0,yes,2.0,yes,445.0,0.435847208619001,yes,52.0,yes,3950.0,yes,382.0,yes
PRV54689,No,,,,,,,,,,10.0,0.5,yes,52.0,yes,2671.0,yes,371.0,yes
PRV54690,No,,,,,,,,,,380.0,0.4523809523809524,yes,52.0,yes,3785.0,yes,381.0,yes
PRV54691,No,0.0,0.0,no,,,,,,,29.0,0.48333333333333334,yes,52.0,yes,2766.0,yes,374.0,yes
PRV54692,Yes,1.0,0.02083333333333333,yes,2.0,yes,2.0,yes,2.0,yes,9.0,0.375,yes,50.0,yes,704.0,yes,349.0,yes
PRV54693,No,0.0,0.0,no,,,,,,,22.0,0.44,yes,51.0,yes,761.0,yes,364.0,yes
PRV54694,No,,,,,,,,,,137.0,0.41515151515151516,yes,52.0,yes,3193.0,yes,377.0,yes
PRV54695,No,,,,,,,,,,19.0,0.3584905660377358,yes,52.0,yes,1354.0,yes,365.0,yes
PRV54696,No,0.0,0.0,no,,,,,,,33.0,0.5076923076923077,yes,52.0,yes,2739.0,yes,375.0,yes
